sampleid,x,y,routeid,distance
"2144",841052.306,818941.095,"108","0"
"2145",841055.550,818937.290,"108","5"
"2146",841058.795,818933.486,"108","10"
"2147",841062.040,818929.682,"108","15"
"2148",841065.284,818925.878,"108","20"
"2149",841068.529,818922.073,"108","25"
"2150",841071.775,818918.270,"108","30"
"2151",841075.022,818914.468,"108","35"
"2152",841075.491,818913.919,"109","0"
"2153",841078.739,818910.117,"109","5"
"2154",840872.492,819149.958,"110","0"
"2155",840876.056,819146.451,"110","5"
"2156",840879.620,819142.944,"110","10"
"2157",840883.183,819139.437,"110","15"
"2158",840886.747,819135.930,"110","20"
"2159",840890.311,819132.423,"110","25"
"2160",840893.875,819128.916,"110","30"
"2161",840897.439,819125.409,"110","35"
"2162",840901.002,819121.902,"110","40"
"2163",840904.566,819118.394,"110","45"
"2164",840908.130,819114.887,"110","50"
"2165",840911.694,819111.380,"110","55"
"2166",840915.258,819107.873,"110","60"
"2167",840918.821,819104.366,"110","65"
"2168",840742.169,819278.174,"111","0"
"2169",840745.734,819274.668,"111","5"
"2170",840749.298,819271.162,"111","10"
"2171",840752.862,819267.655,"111","15"
"2172",840756.427,819264.149,"111","20"
"2173",840759.991,819260.642,"111","25"
"2174",840763.556,819257.136,"111","30"
"2175",840767.120,819253.630,"111","35"
"2176",840770.685,819250.123,"111","40"
"2177",840774.249,819246.617,"111","45"
"2178",840777.813,819243.110,"111","50"
"2179",840781.378,819239.604,"111","55"
"2180",840784.942,819236.098,"111","60"
"2181",840788.507,819232.591,"111","65"
"2182",840792.071,819229.085,"111","70"
"2183",840795.636,819225.578,"111","75"
"2184",840799.200,819222.072,"111","80"
"2185",840802.765,819218.566,"111","85"
"2186",840806.329,819215.059,"111","90"
"2187",840809.893,819211.553,"111","95"
"2188",840813.458,819208.047,"111","100"
"2189",840817.022,819204.540,"111","105"
"2190",840820.587,819201.034,"111","110"
"2191",840824.151,819197.527,"111","115"
"2192",840827.716,819194.021,"111","120"
"2193",840831.279,819190.514,"111","125"
"2194",840834.843,819187.007,"111","130"
"2195",840838.407,819183.500,"111","135"
"2196",840841.971,819179.993,"111","140"
"2197",840845.535,819176.486,"111","145"
"2198",840849.098,819172.979,"111","150"
"2199",840852.662,819169.472,"111","155"
"2200",840856.226,819165.965,"111","160"
"2201",840859.790,819162.458,"111","165"
"2202",840863.354,819158.951,"111","170"
"2203",840866.917,819155.444,"111","175"
"2204",840870.481,819151.936,"111","180"
"2205",840616.621,819395.729,"112","0"
"2206",840612.920,819399.091,"112","5"
"2207",840609.261,819402.497,"112","10"
"2208",840605.706,819406.013,"112","15"
"2209",840602.137,819409.515,"112","20"
"2210",840598.564,819413.012,"112","25"
"2211",840594.935,819416.452,"112","30"
"2212",840591.293,819419.878,"112","35"
"2213",840588.132,819423.732,"112","40"
"2214",840586.925,819425.351,"113","0"
"2215",840583.743,819429.208,"113","5"
"2216",840580.562,819433.065,"113","10"
"2217",840577.380,819436.922,"113","15"
"2218",840574.198,819440.779,"113","20"
"2219",840570.816,819444.460,"113","25"
"2220",840567.398,819448.109,"113","30"
"2221",840563.979,819451.758,"113","35"
"2222",840560.561,819455.406,"113","40"
"2223",840557.142,819459.055,"113","45"
"2224",840553.724,819462.704,"113","50"
"2225",840550.309,819466.356,"113","55"
"2226",840547.017,819470.119,"113","60"
"2227",840543.725,819473.883,"113","65"
"2228",840540.301,819477.521,"113","70"
"2229",840536.725,819481.016,"113","75"
"2230",840533.149,819484.510,"113","80"
"2231",840529.573,819488.005,"113","85"
"2232",840525.992,819491.495,"113","90"
"2233",840522.398,819494.971,"113","95"
"2234",840518.804,819498.447,"113","100"
"2235",840515.210,819501.923,"113","105"
"2236",840922.362,819100.882,"114","0"
"2237",840925.603,819097.075,"114","5"
"2238",840928.844,819093.267,"114","10"
"2239",840932.085,819089.460,"114","15"
"2240",840935.326,819085.653,"114","20"
"2241",840938.544,819081.827,"114","25"
"2242",840941.688,819077.938,"114","30"
"2243",840944.831,819074.050,"114","35"
"2244",840947.974,819070.162,"114","40"
"2245",840951.117,819066.273,"114","45"
"2246",840954.261,819062.385,"114","50"
"2247",840957.404,819058.496,"114","55"
"2248",840960.547,819054.608,"114","60"
"2249",840963.690,819050.719,"114","65"
"2250",840966.834,819046.831,"114","70"
"2251",840969.977,819042.942,"114","75"
"2252",840973.120,819039.054,"114","80"
"2253",840976.263,819035.165,"114","85"
"2254",840979.407,819031.277,"114","90"
"2255",840982.550,819027.389,"114","95"
"2256",840985.693,819023.500,"114","100"
"2257",840988.836,819019.612,"114","105"
"2258",840991.979,819015.723,"114","110"
"2259",840995.123,819011.835,"114","115"
"2260",840998.266,819007.946,"114","120"
"2261",841001.409,819004.058,"114","125"
"2262",841004.552,819000.169,"114","130"
"2263",841007.696,818996.281,"114","135"
"2264",841010.839,818992.392,"114","140"
"2265",841013.982,818988.504,"114","145"
"2266",841017.125,818984.616,"114","150"
"2267",841020.269,818980.727,"114","155"
"2268",841023.412,818976.839,"114","160"
"2269",841026.555,818972.950,"114","165"
"2270",841029.698,818969.062,"114","170"
"2271",841032.842,818965.173,"114","175"
"2272",841035.985,818961.285,"114","180"
"2273",841039.128,818957.396,"114","185"
"2274",841042.271,818953.508,"114","190"
"2275",841045.414,818949.620,"114","195"
"2276",841048.558,818945.731,"114","200"
"2277",841051.701,818941.843,"114","205"
"2278",840714.918,819306.085,"115","0"
"2279",840718.187,819302.301,"115","5"
"2280",840721.473,819298.534,"115","10"
"2281",840725.037,819295.027,"115","15"
"2282",840728.601,819291.521,"115","20"
"2283",840732.166,819288.015,"115","25"
"2284",840735.730,819284.508,"115","30"
"2285",840739.295,819281.002,"115","35"
"2286",841095.043,819250.130,"116","0"
"2287",841090.607,819252.438,"116","5"
"2288",841086.172,819254.746,"116","10"
"2289",841081.597,819256.760,"116","15"
"2290",841077.002,819258.730,"116","20"
"2291",841072.406,819260.699,"116","25"
"2292",841067.810,819262.669,"116","30"
"2293",841063.215,819264.639,"116","35"
"2294",841058.619,819266.608,"116","40"
"2295",841054.023,819268.578,"116","45"
"2296",841049.427,819270.547,"116","50"
"2297",841044.832,819272.517,"116","55"
"2298",841040.236,819274.487,"116","60"
"2299",841035.640,819276.456,"116","65"
"2300",841031.045,819278.426,"116","70"
"2301",841026.412,819280.308,"116","75"
"2302",841021.776,819282.180,"116","80"
"2303",841017.140,819284.052,"116","85"
"2304",841012.503,819285.923,"116","90"
"2305",841007.867,819287.795,"116","95"
"2306",841003.230,819289.667,"116","100"
"2307",840998.594,819291.539,"116","105"
"2308",840993.957,819293.411,"116","110"
"2309",840989.321,819295.282,"116","115"
"2310",840984.685,819297.154,"116","120"
"2311",840980.048,819299.026,"116","125"
"2312",840975.412,819300.898,"116","130"
"2313",840970.775,819302.769,"116","135"
"2314",840966.141,819304.645,"116","140"
"2315",840961.520,819306.556,"116","145"
"2316",840956.899,819308.467,"116","150"
"2317",840952.279,819310.377,"116","155"
"2318",840947.658,819312.288,"116","160"
"2319",840852.691,819351.559,"117","0"
"2320",840848.070,819353.469,"117","5"
"2321",840843.449,819355.380,"117","10"
"2322",840838.829,819357.291,"117","15"
"2323",840834.208,819359.201,"117","20"
"2324",840889.730,819336.242,"118","0"
"2325",840885.109,819338.153,"118","5"
"2326",840880.489,819340.064,"118","10"
"2327",840875.868,819341.974,"118","15"
"2328",840871.248,819343.885,"118","20"
"2329",840866.627,819345.796,"118","25"
"2330",840862.007,819347.706,"118","30"
"2331",840857.386,819349.617,"118","35"
"2332",840852.766,819351.528,"118","40"
"2333",840908.191,819328.608,"119","0"
"2334",840903.570,819330.519,"119","5"
"2335",840898.950,819332.430,"119","10"
"2336",840894.329,819334.340,"119","15"
"2337",841172.649,819158.339,"120","0"
"2338",841169.440,819162.173,"120","5"
"2339",841166.231,819166.007,"120","10"
"2340",841163.021,819169.841,"120","15"
"2341",841159.812,819173.675,"120","20"
"2342",841156.602,819177.509,"120","25"
"2343",841153.393,819181.343,"120","30"
"2344",841150.184,819185.177,"120","35"
"2345",841146.974,819189.011,"120","40"
"2346",841143.765,819192.845,"120","45"
"2347",841140.555,819196.679,"120","50"
"2348",841137.346,819200.513,"120","55"
"2349",841134.136,819204.347,"120","60"
"2350",841130.927,819208.181,"120","65"
"2351",841127.718,819212.015,"120","70"
"2352",841124.508,819215.849,"120","75"
"2353",841121.299,819219.683,"120","80"
"2354",841118.105,819223.531,"120","85"
"2355",841114.940,819227.401,"120","90"
"2356",841111.775,819231.272,"120","95"
"2357",841108.610,819235.142,"120","100"
"2358",841105.444,819239.013,"120","105"
"2359",841102.279,819242.884,"120","110"
"2360",841099.114,819246.754,"120","115"
"2361",841095.277,819249.943,"120","120"
"2362",840709.342,819308.140,"121","0"
"2363",840712.886,819311.667,"121","5"
"2364",840716.430,819315.194,"121","10"
"2365",840719.974,819318.721,"121","15"
"2366",840723.518,819322.248,"121","20"
"2367",840727.062,819325.775,"121","25"
"2368",840730.756,819329.139,"121","30"
"2369",840734.577,819332.364,"121","35"
"2370",840738.399,819335.588,"121","40"
"2371",840742.220,819338.812,"121","45"
"2372",840746.042,819342.036,"121","50"
"2373",840749.863,819345.261,"121","55"
"2374",840753.685,819348.485,"121","60"
"2375",840757.506,819351.709,"121","65"
"2376",840761.328,819354.933,"121","70"
"2377",840765.149,819358.157,"121","75"
"2378",840768.971,819361.382,"121","80"
"2379",840772.793,819364.606,"121","85"
"2380",840776.103,819368.329,"121","90"
"2381",840779.234,819372.227,"121","95"
"2382",840781.451,819376.676,"121","100"
"2383",840783.432,819381.267,"121","105"
"2384",840629.896,819260.442,"122","0"
"2385",840634.889,819260.180,"122","5"
"2386",840639.887,819260.149,"122","10"
"2387",840644.779,819260.596,"122","15"
"2388",840649.147,819263.029,"122","20"
"2389",840653.514,819265.463,"122","25"
"2390",840657.497,819268.483,"122","30"
"2391",840661.469,819271.521,"122","35"
"2392",840665.440,819274.559,"122","40"
"2393",840669.354,819277.669,"122","45"
"2394",840673.214,819280.847,"122","50"
"2395",840677.075,819284.024,"122","55"
"2396",840680.936,819287.201,"122","60"
"2397",840684.796,819290.378,"122","65"
"2398",840688.657,819293.555,"122","70"
"2399",840692.518,819296.733,"122","75"
"2400",840696.379,819299.910,"122","80"
"2401",840700.458,819302.778,"122","85"
"2402",840704.739,819305.362,"122","90"
"2403",840709.020,819307.945,"122","95"
"2404",840713.680,819306.541,"122","100"
"2405",841231.463,819088.080,"123","0"
"2406",841228.254,819091.914,"123","5"
"2407",841225.044,819095.748,"123","10"
"2408",841221.835,819099.582,"123","15"
"2409",841218.625,819103.416,"123","20"
"2410",841215.416,819107.250,"123","25"
"2411",841212.207,819111.084,"123","30"
"2412",841208.997,819114.918,"123","35"
"2413",841205.788,819118.752,"123","40"
"2414",841202.578,819122.586,"123","45"
"2415",841199.369,819126.420,"123","50"
"2416",841196.160,819130.254,"123","55"
"2417",841192.950,819134.088,"123","60"
"2418",841189.741,819137.922,"123","65"
"2419",841186.531,819141.756,"123","70"
"2420",841183.322,819145.590,"123","75"
"2421",841180.112,819149.424,"123","80"
"2422",841176.903,819153.258,"123","85"
"2423",841173.694,819157.092,"123","90"
"2424",840946.669,819312.697,"124","0"
"2425",840942.048,819314.608,"124","5"
"2426",840937.428,819316.518,"124","10"
"2427",840932.807,819318.429,"124","15"
"2428",840928.187,819320.340,"124","20"
"2429",840923.566,819322.250,"124","25"
"2430",840918.946,819324.161,"124","30"
"2431",840914.325,819326.072,"124","35"
"2432",840909.705,819327.982,"124","40"
"2433",841080.576,818907.966,"125","0"
"2434",841083.824,818904.165,"125","5"
"2435",841087.071,818900.363,"125","10"
"2436",841090.319,818896.561,"125","15"
"2437",841093.566,818892.759,"125","20"
"2438",841096.814,818888.957,"125","25"
"2439",841100.049,818885.145,"125","30"
"2440",841103.238,818881.295,"125","35"
"2441",841106.428,818877.444,"125","40"
"2442",841109.618,818873.594,"125","45"
"2443",841112.807,818869.743,"125","50"
"2444",841115.997,818865.893,"125","55"
"2445",841119.186,818862.042,"125","60"
"2446",841122.376,818858.192,"125","65"
"2447",841125.565,818854.341,"125","70"
"2448",841128.755,818850.490,"125","75"
"2449",841131.945,818846.640,"125","80"
"2450",841135.134,818842.789,"125","85"
"2451",841138.324,818838.939,"125","90"
"2452",841141.513,818835.088,"125","95"
"2453",841144.703,818831.238,"125","100"
"2454",841147.892,818827.387,"125","105"
"2455",841151.082,818823.537,"125","110"
"2456",841154.271,818819.686,"125","115"
"2457",841157.461,818815.836,"125","120"
"2458",841160.651,818811.985,"125","125"
"2459",841163.840,818808.134,"125","130"
"2460",841167.030,818804.284,"125","135"
"2461",841170.219,818800.433,"125","140"
"2462",841173.409,818796.583,"125","145"
"2463",841176.598,818792.732,"125","150"
"2464",841179.788,818788.882,"125","155"
"2465",841182.978,818785.031,"125","160"
"2466",841186.167,818781.181,"125","165"
"2467",841189.357,818777.330,"125","170"
"2468",841192.546,818773.480,"125","175"
"2469",841195.736,818769.629,"125","180"
"2470",840783.485,819381.391,"126","0"
"2471",840779.933,819384.910,"126","5"
"2472",840776.381,819388.429,"126","10"
"2473",840772.829,819391.947,"126","15"
"2474",840769.277,819395.466,"126","20"
"2475",840765.725,819398.985,"126","25"
"2476",840762.173,819402.504,"126","30"
"2477",840758.621,819406.023,"126","35"
"2478",840755.068,819409.542,"126","40"
"2479",840751.516,819413.061,"126","45"
"2480",840747.964,819416.580,"126","50"
"2481",840744.412,819420.099,"126","55"
"2482",840740.860,819423.618,"126","60"
"2483",840737.308,819427.137,"126","65"
"2484",840733.756,819430.656,"126","70"
"2485",840730.204,819434.174,"126","75"
"2486",840726.652,819437.693,"126","80"
"2487",840723.100,819441.212,"126","85"
"2488",840719.548,819444.731,"126","90"
"2489",840715.996,819448.250,"126","95"
"2490",840712.412,819451.736,"126","100"
"2491",840708.767,819455.159,"126","105"
"2492",840705.122,819458.581,"126","110"
"2493",840701.477,819462.004,"126","115"
"2494",840697.832,819465.427,"126","120"
"2495",840695.537,819467.583,"127","0"
"2496",840691.363,819470.335,"127","5"
"2497",840687.188,819473.088,"127","10"
"2498",840683.650,819476.615,"127","15"
"2499",840679.436,819478.970,"127","20"
"2500",840674.571,819479.835,"127","25"
"2501",840669.583,819479.536,"127","30"
"2502",840664.659,819478.865,"127","35"
"2503",840660.530,819476.366,"127","40"
"2504",840656.964,819472.862,"127","45"
"2505",840653.397,819469.357,"127","50"
"2506",840649.831,819465.853,"127","55"
"2507",840646.265,819462.348,"127","60"
"2508",840642.698,819458.844,"127","65"
"2509",840639.132,819455.340,"127","70"
"2510",840635.565,819451.835,"127","75"
"2511",840631.999,819448.331,"127","80"
"2512",840628.433,819444.826,"127","85"
"2513",840624.866,819441.322,"127","90"
"2514",840621.300,819437.817,"127","95"
"2515",840617.734,819434.313,"127","100"
"2516",840614.167,819430.809,"127","105"
"2517",840610.788,819427.488,"128","0"
"2518",840606.631,819424.710,"128","5"
"2519",840602.192,819422.611,"128","10"
"2520",840597.230,819422.751,"128","15"
"2521",840592.382,819423.974,"128","20"
"2522",840587.534,819425.197,"128","25"
"2523",840610.788,819427.488,"129","0"
"2524",840609.872,819422.573,"129","5"
"2525",840609.004,819417.659,"129","10"
"2526",840610.149,819412.791,"129","15"
"2527",840612.732,819408.730,"129","20"
"2528",840616.285,819405.212,"129","25"
"2529",840619.852,819401.708,"129","30"
"2530",840623.464,819398.251,"129","35"
"2531",840627.076,819394.793,"129","40"
"2532",840630.687,819391.336,"129","45"
"2533",840634.299,819387.878,"129","50"
"2534",840637.911,819384.421,"129","55"
"2535",840641.523,819380.963,"129","60"
"2536",840645.135,819377.506,"129","65"
"2537",840648.747,819374.048,"129","70"
"2538",840652.359,819370.591,"129","75"
"2539",840655.971,819367.133,"129","80"
"2540",840659.583,819363.676,"129","85"
"2541",840663.194,819360.218,"129","90"
"2542",840666.806,819356.761,"129","95"
"2543",840670.418,819353.303,"129","100"
"2544",840674.030,819349.846,"129","105"
"2545",840677.642,819346.388,"129","110"
"2546",840681.254,819342.931,"129","115"
"2547",840684.866,819339.473,"129","120"
"2548",840688.478,819336.016,"129","125"
"2549",840692.090,819332.558,"129","130"
"2550",840695.701,819329.101,"129","135"
"2551",840699.313,819325.643,"129","140"
"2552",840702.925,819322.186,"129","145"
"2553",840387.429,819508.860,"130","0"
"2554",840391.131,819505.498,"130","5"
"2555",840394.838,819502.144,"130","10"
"2556",840398.919,819499.357,"130","15"
"2557",840403.438,819500.680,"130","20"
"2558",840407.192,819503.946,"130","25"
"2559",840410.687,819507.521,"130","30"
"2560",840414.182,819511.097,"130","35"
"2561",840417.677,819514.672,"130","40"
"2562",840421.172,819518.248,"130","45"
"2563",840424.667,819521.823,"130","50"
"2564",840428.162,819525.399,"130","55"
"2565",840431.657,819528.975,"130","60"
"2566",840435.152,819532.550,"130","65"
"2567",840438.647,819536.126,"130","70"
"2568",840442.142,819539.701,"130","75"
"2569",840445.637,819543.277,"130","80"
"2570",840449.132,819546.853,"130","85"
"2571",840452.627,819550.428,"130","90"
"2572",840456.123,819554.004,"130","95"
"2573",840459.618,819557.579,"130","100"
"2574",840463.113,819561.155,"130","105"
"2575",840466.608,819564.731,"130","110"
"2576",840470.103,819568.306,"130","115"
"2577",840473.598,819571.882,"130","120"
"2578",840477.093,819575.457,"130","125"
"2579",840480.588,819579.033,"130","130"
"2580",840484.083,819582.608,"130","135"
"2581",840485.608,819587.168,"130","140"
"2582",840483.894,819591.756,"130","145"
"2583",840480.119,819594.986,"130","150"
"2584",840475.875,819597.630,"130","155"
"2585",840471.854,819600.592,"130","160"
"2586",840468.045,819603.814,"130","165"
"2587",840464.608,819607.445,"130","170"
"2588",840462.977,819611.863,"130","175"
"2589",840462.662,819616.853,"130","180"
"2590",840084.000,819655.808,"131","0"
"2591",840087.496,819659.382,"131","5"
"2592",840090.993,819662.957,"131","10"
"2593",840094.489,819666.531,"131","15"
"2594",840097.986,819670.105,"131","20"
"2595",840101.482,819673.679,"131","25"
"2596",840104.979,819677.253,"131","30"
"2597",840108.475,819680.827,"131","35"
"2598",840111.972,819684.401,"131","40"
"2599",840115.468,819687.975,"131","45"
"2600",840118.965,819691.550,"131","50"
"2601",840122.461,819695.124,"131","55"
"2602",840125.958,819698.698,"131","60"
"2603",840129.454,819702.272,"131","65"
"2604",840132.951,819705.846,"131","70"
"2605",840136.447,819709.420,"131","75"
"2606",840139.944,819712.994,"131","80"
"2607",840143.441,819716.568,"131","85"
"2608",840162.090,819569.861,"132","0"
"2609",840158.632,819573.472,"132","5"
"2610",840155.173,819577.083,"132","10"
"2611",840151.715,819580.694,"132","15"
"2612",840148.257,819584.305,"132","20"
"2613",840144.798,819587.916,"132","25"
"2614",840141.340,819591.527,"132","30"
"2615",840137.881,819595.139,"132","35"
"2616",840134.423,819598.750,"132","40"
"2617",840130.959,819602.355,"132","45"
"2618",840127.382,819605.849,"132","50"
"2619",840123.768,819609.304,"132","55"
"2620",840120.147,819612.752,"132","60"
"2621",840116.526,819616.200,"132","65"
"2622",840112.905,819619.647,"132","70"
"2623",840109.284,819623.095,"132","75"
"2624",840105.663,819626.543,"132","80"
"2625",840102.041,819629.991,"132","85"
"2626",840098.420,819633.439,"132","90"
"2627",840094.799,819636.886,"132","95"
"2628",840091.178,819640.334,"132","100"
"2629",840087.557,819643.782,"132","105"
"2630",840083.936,819647.230,"132","110"
"2631",840080.315,819650.678,"132","115"
"2632",840082.385,819654.195,"132","120"
"2633",840233.697,819501.910,"133","0"
"2634",840230.070,819505.351,"133","5"
"2635",840226.443,819508.793,"133","10"
"2636",840222.816,819512.235,"133","15"
"2637",840219.189,819515.677,"133","20"
"2638",840215.562,819519.118,"133","25"
"2639",840211.936,819522.560,"133","30"
"2640",840208.309,819526.002,"133","35"
"2641",840204.682,819529.444,"133","40"
"2642",840201.055,819532.885,"133","45"
"2643",840197.428,819536.327,"133","50"
"2644",840193.801,819539.769,"133","55"
"2645",840190.174,819543.211,"133","60"
"2646",840186.547,819546.652,"133","65"
"2647",840182.920,819550.094,"133","70"
"2648",840179.294,819553.536,"133","75"
"2649",840175.667,819556.978,"133","80"
"2650",840172.040,819560.419,"133","85"
"2651",840168.413,819563.861,"133","90"
"2652",840164.786,819567.303,"133","95"
"2653",840369.808,819366.710,"134","0"
"2654",840373.155,819362.999,"134","5"
"2655",840376.326,819359.135,"134","10"
"2656",840379.689,819355.436,"134","15"
"2657",840383.053,819351.736,"134","20"
"2658",840386.416,819348.036,"134","25"
"2659",840389.935,819344.488,"134","30"
"2660",840393.540,819341.023,"134","35"
"2661",840397.145,819337.559,"134","40"
"2662",840400.750,819334.094,"134","45"
"2663",840404.355,819330.629,"134","50"
"2664",840407.960,819327.165,"134","55"
"2665",840411.565,819323.700,"134","60"
"2666",840415.170,819320.236,"134","65"
"2667",840418.776,819316.771,"134","70"
"2668",840422.381,819313.307,"134","75"
"2669",840425.982,819309.838,"134","80"
"2670",840429.554,819306.340,"134","85"
"2671",840433.126,819302.841,"134","90"
"2672",840436.642,819299.287,"134","95"
"2673",840440.101,819295.676,"134","100"
"2674",840443.560,819292.066,"134","105"
"2675",840447.018,819288.455,"134","110"
"2676",840450.477,819284.844,"134","115"
"2677",840453.936,819281.233,"134","120"
"2678",840457.515,819277.743,"134","125"
"2679",840461.116,819274.274,"134","130"
"2680",840464.718,819270.806,"134","135"
"2681",840468.319,819267.337,"134","140"
"2682",840471.920,819263.869,"134","145"
"2683",840475.522,819260.401,"134","150"
"2684",840479.123,819256.932,"134","155"
"2685",840482.737,819253.477,"134","160"
"2686",840486.394,819250.068,"134","165"
"2687",840489.987,819246.590,"134","170"
"2688",840493.578,819243.111,"134","175"
"2689",840497.170,819239.632,"134","180"
"2690",840500.761,819236.154,"134","185"
"2691",840504.346,819232.668,"134","190"
"2692",840507.930,819229.182,"134","195"
"2693",840511.515,819225.696,"134","200"
"2694",840515.099,819222.210,"134","205"
"2695",840518.684,819218.724,"134","210"
"2696",840522.268,819215.238,"134","215"
"2697",840525.853,819211.752,"134","220"
"2698",840529.437,819208.266,"134","225"
"2699",840532.941,819204.701,"134","230"
"2700",840536.410,819201.099,"134","235"
"2701",840539.382,819197.108,"134","240"
"2702",840542.062,819192.887,"134","245"
"2703",840544.742,819188.666,"134","250"
"2704",840547.422,819184.445,"134","255"
"2705",840550.102,819180.224,"134","260"
"2706",840352.767,819373.415,"135","0"
"2707",840349.241,819376.960,"135","5"
"2708",840345.643,819380.431,"135","10"
"2709",840342.018,819383.876,"135","15"
"2710",840338.394,819387.320,"135","20"
"2711",840334.770,819390.764,"135","25"
"2712",840331.145,819394.209,"135","30"
"2713",840327.693,819397.813,"135","35"
"2714",840324.505,819401.666,"135","40"
"2715",840321.318,819405.518,"135","45"
"2716",840318.131,819409.371,"135","50"
"2717",840315.154,819413.382,"135","55"
"2718",840312.332,819417.509,"135","60"
"2719",840309.510,819421.637,"135","65"
"2720",840306.646,819425.735,"135","70"
"2721",840303.733,819429.799,"135","75"
"2722",840300.820,819433.863,"135","80"
"2723",840297.907,819437.926,"135","85"
"2724",840294.731,819441.777,"135","90"
"2725",840291.356,819445.466,"135","95"
"2726",840287.982,819449.156,"135","100"
"2727",840284.423,819452.666,"135","105"
"2728",840280.836,819456.149,"135","110"
"2729",840277.248,819459.632,"135","115"
"2730",840273.660,819463.115,"135","120"
"2731",840270.073,819466.597,"135","125"
"2732",840266.485,819470.080,"135","130"
"2733",840262.898,819473.563,"135","135"
"2734",840259.310,819477.045,"135","140"
"2735",840255.722,819480.528,"135","145"
"2736",840252.135,819484.011,"135","150"
"2737",840248.547,819487.493,"135","155"
"2738",840244.960,819490.976,"135","160"
"2739",840241.372,819494.459,"135","165"
"2740",840237.784,819497.942,"135","170"
"2741",840234.197,819501.424,"135","175"
"2742",840547.072,819176.183,"136","0"
"2743",840544.250,819180.310,"136","5"
"2744",840541.429,819184.438,"136","10"
"2745",840538.607,819188.566,"136","15"
"2746",840535.719,819192.646,"136","20"
"2747",840532.709,819196.638,"136","25"
"2748",840529.653,819200.592,"136","30"
"2749",840526.191,819204.199,"136","35"
"2750",840522.728,819207.806,"136","40"
"2751",840519.240,819211.388,"136","45"
"2752",840515.654,819214.872,"136","50"
"2753",840512.068,819218.357,"136","55"
"2754",840508.483,819221.841,"136","60"
"2755",840504.897,819225.326,"136","65"
"2756",840501.311,819228.811,"136","70"
"2757",840497.726,819232.295,"136","75"
"2758",840494.140,819235.780,"136","80"
"2759",840490.500,819239.208,"136","85"
"2760",840486.843,819242.618,"136","90"
"2761",840483.273,819246.117,"136","95"
"2762",840479.710,819249.624,"136","100"
"2763",840476.062,819253.044,"136","105"
"2764",840472.414,819256.463,"136","110"
"2765",840468.766,819259.883,"136","115"
"2766",840465.118,819263.302,"136","120"
"2767",840461.470,819266.721,"136","125"
"2768",840457.822,819270.141,"136","130"
"2769",840454.174,819273.560,"136","135"
"2770",840450.526,819276.980,"136","140"
"2771",840447.018,819280.538,"136","145"
"2772",840443.607,819284.194,"136","150"
"2773",840440.196,819287.850,"136","155"
"2774",840436.785,819291.506,"136","160"
"2775",840433.236,819295.026,"136","165"
"2776",840429.645,819298.505,"136","170"
"2777",840426.053,819301.983,"136","175"
"2778",840422.461,819305.462,"136","180"
"2779",840418.853,819308.923,"136","185"
"2780",840415.243,819312.383,"136","190"
"2781",840411.633,819315.842,"136","195"
"2782",840408.023,819319.301,"136","200"
"2783",840404.413,819322.761,"136","205"
"2784",840400.803,819326.220,"136","210"
"2785",840397.192,819329.679,"136","215"
"2786",840393.582,819333.138,"136","220"
"2787",840389.972,819336.598,"136","225"
"2788",840386.362,819340.057,"136","230"
"2789",840382.752,819343.516,"136","235"
"2790",840379.142,819346.976,"136","240"
"2791",840375.532,819350.435,"136","245"
"2792",840371.950,819353.924,"136","250"
"2793",840368.399,819357.443,"136","255"
"2794",840364.847,819360.963,"136","260"
"2795",840361.359,819364.545,"136","265"
"2796",840357.880,819368.136,"136","270"
"2797",840354.401,819371.728,"136","275"
"2798",840547.072,819176.183,"137","0"
"2799",840551.193,819179.015,"137","5"
"2800",840550.363,819179.813,"138","0"
"2801",840825.690,818910.424,"139","0"
"2802",840827.895,818905.937,"139","5"
"2803",840830.804,818901.892,"139","10"
"2804",840833.892,818897.959,"139","15"
"2805",840836.979,818894.026,"139","20"
"2806",840840.067,818890.093,"139","25"
"2807",840843.154,818886.161,"139","30"
"2808",840846.242,818882.228,"139","35"
"2809",840849.330,818878.295,"139","40"
"2810",840852.417,818874.362,"139","45"
"2811",840855.505,818870.429,"139","50"
"2812",840858.592,818866.497,"139","55"
"2813",840861.663,818862.551,"139","60"
"2814",840864.720,818858.594,"139","65"
"2815",840867.778,818854.638,"139","70"
"2816",840870.836,818850.682,"139","75"
"2817",840873.893,818846.726,"139","80"
"2818",840876.951,818842.770,"139","85"
"2819",840880.018,818838.821,"139","90"
"2820",840883.103,818834.886,"139","95"
"2821",840885.561,818831.018,"139","100"
"2822",840882.026,818830.893,"139","105"
"2823",840878.898,818834.794,"139","110"
"2824",840875.771,818838.695,"139","115"
"2825",840872.643,818842.596,"139","120"
"2826",840869.526,818846.505,"139","125"
"2827",840866.425,818850.427,"139","130"
"2828",840863.324,818854.350,"139","135"
"2829",840860.224,818858.272,"139","140"
"2830",840857.123,818862.195,"139","145"
"2831",840854.022,818866.117,"139","150"
"2832",840850.922,818870.040,"139","155"
"2833",840847.821,818873.962,"139","160"
"2834",840844.720,818877.885,"139","165"
"2835",840841.620,818881.807,"139","170"
"2836",840838.519,818885.730,"139","175"
"2837",840835.419,818889.652,"139","180"
"2838",840832.318,818893.575,"139","185"
"2839",840829.217,818897.497,"139","190"
"2840",840826.117,818901.420,"139","195"
"2841",840823.016,818905.342,"139","200"
"2842",840353.684,819382.962,"140","0"
