full_id,osm_id,osm_type,building,building:levels,name,name:en,name:zh,type,layer,addr:housenumber,addr:street,alt_name,old_name,old_name:en,old_name:zh,shop,wheelchair,addr:housename,addr:housename:en,addr:housename:zh,addr:street:en,addr:street:zh,addr:suburb,addr:suburb:en,addr:suburb:zh,building:levels:ref,building:levels:underground,building:levels:underground:ref,landuse,roof:levels,roof:shape,wikidata,wikipedia,source_ref:url,toilets:wheelchair,wheelchair:description,amenity,addr:city,leisure,opening_hours,information,tourism,fee,parking,isced:level,man_made,religion,description,description:en,description:zh,location,abutters,building:min_level,commercial,retail,public_transport,residential,changing_table,toilets:disposal,toilets:handwashing,unisex,emergency,pumping_station,substance,name:zh-Hans,name:zh-Hant,ref,mall,is_in,is_in:en,is_in:zh,alt_name:zh,denomination,website,office,short_name:en,short_name:zh,drinking_water,drinking_water:access,operator:type,ownership,service,usage,wheelchair:description:en,wheelchair:description:zh,power,height,capacity,supervised,operator,substation,addr:street:wikidata,government,social_facility,social_facility:for,access,salt,utility,frequency,power:separate,voltage,voltage:primary,healthcare,addr:district,addr:province,building:designation,building:designation:en,building:designation:zh,start_date,shelter_type,house,alt_addr:housenumber,alt_addr:street,access:conditional,train,pipeline,railway,ventilation,classrooms,service_times,tower:type,construction,building:function
w443997387,"443997387",way,service,"1",鳳凰食水配水庫 Fung Wong Fresh Water Service Reservoir,Fung Wong Fresh Water Service Reservoir,鳳凰食水配水庫,,,,,,,,,,,鳳凰食水配水庫 Fung Wong Fresh Water Service Reservoir,Fung Wong Fresh Water Service Reservoir,鳳凰食水配水庫,,,,,,,,,,,flat,,,,,,,,,,,,,,,reservoir_covered,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,yes,,,,reservoir,distribution,,,,,,,,distribution,,,,,private,no,water,,,,,,,,,,,,,,,,,,,,,,,,,
w444006261,"444006261",way,service,"1",沙田坳食水泵房 Sha Tin Pass Fresh Water Pumping House,Sha Tin Pass Fresh Water Pumping House,沙田坳食水泵房,,,,,,,,,,,沙田坳食水泵房 Sha Tin Pass Fresh Water Pumping House,Sha Tin Pass Fresh Water Pumping House,沙田坳食水泵房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,yes,,,,pumping,transmission,,,,,,,,compression,,,,,private,no,,,,,,,,,,,,,,,,,,,,,,,,,,
w444010119,"444010119",way,service,"2",鑽石山二號食水配水庫 Diamond Hill No.2 Fresh Water Service Reservoir,Diamond Hill No.2 Fresh Water Service Reservoir,鑽石山二號食水配水庫,,,,,,,,,,,鑽石山二號食水配水庫 Diamond Hill No.2 Fresh Water Service Reservoir,Diamond Hill No.2 Fresh Water Service Reservoir,鑽石山二號食水配水庫,,,,,,,,,,,flat,,,,,,,,,,,,,,,reservoir_covered,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,yes,,,,reservoir,distribution,,,,,,,,distribution,,,,,private,no,water,,,,,,,,,,,,,,,,,,,,,,,,,
w444010122,"444010122",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w444013486,"444013486",way,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w444013488,"444013488",way,yes,"3",Diamond Hill Fresh Water & Salt Water Pumping Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w444013489,"444013489",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w444014583,"444014583",way,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w444014836,"444014836",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w444014837,"444014837",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w444036283,"444036283",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w444036284,"444036284",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w444187633,"444187633",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w444187635,"444187635",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w444351860,"444351860",way,service,,飛鵝山2號變電站,,飛鵝山2號變電站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power,,,,substation,,,,,minor_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w446032790,"446032790",way,industrial,,馬仔坑抽水站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w446637768,"446637768",way,yes,,空調室 Ventilation House,Ventilation House,空調室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w446637769,"446637769",way,yes,,Valve House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w446641488,"446641488",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w446645617,"446645617",way,dormitory,,鑽石山泵房職員宿舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w446652476,"446652476",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
w447275069,"447275069",way,industrial,,飛鵞山無線電站 Kowloon Peak Radio Station,Kowloon Peak Radio Station,飛鵞山無線電站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w459017320,"459017320",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w459017321,"459017321",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w459017649,"459017649",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w459017739,"459017739",way,apartments,"6",金國大廈 Kam Kwok Building,Kam Kwok Building,金國大廈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w492632945,"492632945",way,commercial,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w493121460,"493121460",way,residential,"20",新蒲崗大廈 San Po Kong Mansion,San Po Kong Mansion,新蒲崗大廈,,,84-114,彩虹道 Choi Hung Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w494737400,"494737400",way,yes,,彩虹邨變電站,Choi Hung Estate Substation,彩虹邨變電站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,substation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w533335772,"533335772",way,apartments,"32",景泰苑 King Tai Court,King Tai Court,景泰苑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w543337475,"543337475",way,yes,,靈實創毅中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rehabilitation,,,,,,,,,,,,,,,,,,,,
w548066424,"548066424",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w548197391,"548197391",way,kindergarten,,Kam Lam Catholic Kindergarten,,天主教甘霖幼稚園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w548197392,"548197392",way,kindergarten,G,香港基督教女青年會彩雲幼兒學校 H.K.Y.W.C.A. Choi Wan Nursery School,H.K.Y.W.C.A. Choi Wan Nursery School,香港基督教女青年會彩雲幼兒學校,,,Ngan Ho House,銀河徑 Ngan Ho Path,,,,,,,,,,,,,,,,,,,,,,,,,,,Kowloon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wong Tai Sin,Hong Kong,,,,,,,,,,,,,,,,,,
w548197393,"548197393",way,kindergarten,G,Hong Kong Kg Association Pre-School,,香港幼稚園協會幼兒學校,,,Chi Siu House,清水灣道 Clear Water Bay Road,,,,,,,,,,,,,,,,,,,,,,,,,,,Kowloon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wong Tai Sin,Hong Kong,,,,,,,,,,,,,,,,,,
w560882079,"560882079",way,railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ventilation_shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w560882080,"560882080",way,railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ventilation_shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w560897039,"560897039",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w560897040,"560897040",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w595731674,"595731674",way,apartments,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w613219132,"613219132",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w613219135,"613219135",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w613219137,"613219137",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w636190519,"636190519",way,yes,,鳳德社區中心 Fung Tak Estate Community Centre,Fung Tak Estate Community Centre,鳳德社區中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w662820485,"662820485",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w662820492,"662820492",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w669950038,"669950038",way,apartments,"22",宏美閣 Wang Mei House,Wang Mei House,宏美閣,,"2",,,Block B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w669950039,"669950039",way,apartments,"22",宏遠閣 Wang Yuen House,Wang Yuen House,宏遠閣,,"2",,,Block B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w669950040,"669950040",way,apartments,"22",宏景閣 Wang King House,Wang King House,宏景閣,,"2",,,Block B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w669954510,"669954510",way,apartments,"37",盈福苑 Ying Fuk Court,Ying Fuk Court,盈福苑,,"2",,,Block B,,,,,,,,,,,,,,,,,,,,Q16922800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w669973930,"669973930",way,apartments,"38",鳳禧閣 Fung Hei House,Fung Hei House,鳳禧閣,,"2",,,Block B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w669973931,"669973931",way,apartments,"38",鳳欣閣 Fung Yan House,Fung Yan House,鳳欣閣,,"2",,,Block B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w689024370,"689024370",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w691216457,"691216457",way,apartments,"45",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w691216459,"691216459",way,apartments,"54",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w696667253,"696667253",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w696667254,"696667254",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w696668049,"696668049",way,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w696672700,"696672700",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w696674366,"696674366",way,yes,,錦雲樓B變電站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w696674456,"696674456",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w696675473,"696675473",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w696675474,"696675474",way,yes,,碧海樓B變電站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w696675475,"696675475",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w696675476,"696675476",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w696675477,"696675477",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w696675478,"696675478",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w696675479,"696675479",way,yes,,紫薇樓B變電站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180325,"698180325",way,residential,"8",麗景樓 New Lai King Building,New Lai King Building,麗景樓,,,64-60,衍慶街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180326,"698180326",way,residential,"8",衍慶大廈 Yin Hing Building,Yin Hing Building,衍慶大廈,,,34-58,衍慶街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180327,"698180327",way,residential,"9",寶興大廈 Po Hing Mansion,Po Hing Mansion,寶興大廈,,,55-57,衍慶街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180328,"698180328",way,residential,,啓新大廈 Kai San Mansion,Kai San Mansion,啓新大廈,,,31-49,衍慶街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180329,"698180329",way,residential,,,,,,,"51",衍慶街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180330,"698180330",way,residential,,,,,,,"53",衍慶街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180331,"698180331",way,residential,"27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180332,"698180332",way,residential,"27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180333,"698180333",way,residential,,,,,,,"1",富源街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-29,衍慶街,,,,,,,,,,
w698180334,"698180334",way,residential,,,,,,,3-11,富源街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180335,"698180335",way,residential,,,,,,,13-19A,富源街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180336,"698180336",way,residential,,,,,,,21-27,富源街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180337,"698180337",way,residential,,,,,,,"42",崇齡街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180338,"698180338",way,residential,,,,,,,"40",崇齡街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180339,"698180339",way,residential,,,,,,,"36",崇齡街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180340,"698180340",way,residential,,,,,,,"38",崇齡街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180341,"698180341",way,residential,,,,,,,20-34A,崇齡街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w698180342,"698180342",way,residential,,,,,,,6-24A,錦榮街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
