typeCode,estateName,phaseName,address,nUnitPrice,postMinNUnitPrice,postMaxNUnitPrice,unitPrice,postMinUnitPrice,postMaxUnitPrice,minOpDate,maxOpDate,phaseCount,buildingCount,unitCount,blgHeight,lat,lng
1-SKYDBPWRPK,源遠街10-14號,,源遠街10-14號,16008,,,16008,,,1967-08-18T00:00:00,1967-08-18T00:00:00,0,1,30,5,22.2691986,114.1862179
1-SSDBWPARPE,山道閣,,山道79-85號,30455,,,30455,,,1966-09-20T00:00:00,1966-09-20T00:00:00,0,1,30,8,22.28437435,114.13643
1-SSPBWPDAPE,榮華大廈,,第三街29-33號,22819,24698,30822,22819,13992,17442,1986-04-25T00:00:00,1986-04-25T00:00:00,0,1,30,10,22.28570335,114.1429504
1-SSWBGPEAPK,伊利近街7-13號,,伊利近街7-13號,11577,24044,24044,11577,,,1970-08-24T00:00:00,1970-08-24T00:00:00,0,1,30,5,22.28286942,114.1523731
1-TDIXTHHAHT,寶藝花園,,廈門街30號,18449,,,18449,,,1987-03-09T00:00:00,1987-03-09T00:00:00,0,1,30,15,22.27593567,114.1722169
1-TDNLTHIAHT,妙鏡台,,船街53號,19151,,,19151,,,1977-04-27T00:00:00,1977-04-27T00:00:00,0,1,30,5,22.27517701,114.1698591
1-TDNTZHTVHD,詩禮大廈,,軒尼詩道241-243號,15836,15247,15247,15836,,,1969-03-28T00:00:00,1969-03-28T00:00:00,0,1,30,10,22.27810308,114.1760593
1-TILIZHMSHD,茂盛大廈,,成都道14-18號,8050,,,8050,,,1974-02-14T00:00:00,1974-02-14T00:00:00,0,1,30,10,22.24825529,114.1549305
1-TIZITHDVHD,大德樓,,嘉禾街27-33號,11736,,,11736,,,1971-03-23T00:00:00,1971-03-23T00:00:00,0,1,30,5,22.24981658,114.1483529
1-TNNITHSRHT,福華大廈,,清風街2-4號,13571,13613,13613,13571,,,1966-01-19T00:00:00,1966-01-19T00:00:00,0,1,30,10,22.28452316,114.1920022
1-TTHTZHDXHZ,中山樓,,歌賦街2-10號,10591,26126,26126,10591,,,1980-08-06T00:00:00,1980-08-06T00:00:00,0,1,30,5,22.28397123,114.1528484
1-TTLHTHHVHZ,金豪大廈,,鴨巴甸街41-49號,19672,,,19672,,,1983-09-13T00:00:00,1983-09-13T00:00:00,0,1,30,15,22.28266158,114.1514805
1-TZDLIHNOHM,利德大廈,,羅便臣道29號,18753,21869,23857,18753,17479,19068,1978-10-03T00:00:00,1978-10-03T00:00:00,0,1,30,15,22.27904032,114.1516364
1-TZMSZHHVHZ,健雅花園,,藍塘道91-93號,21435,21095,21095,21435,16445,16445,1991-05-01T00:00:00,1991-05-01T00:00:00,0,1,30,6,22.26458373,114.1891961
1-TZNTZHXJHN,大坑道101-111號,,大坑道101-111號,8912,,,8912,,,1966-11-24T00:00:00,1966-11-24T00:00:00,0,1,30,6,22.27377666,114.1923503
1-UCUVURUHRS,泰安樓,,康寧道42號,10952,,,10952,,,1968-01-16T00:00:00,1968-01-16T00:00:00,0,1,30,5,22.31530244,114.2237916
1-UDDOURJRRD,協福大廈,,大埔道63-71號,9976,,,9976,,,1983-04-19T00:00:00,1983-04-19T00:00:00,0,1,30,10,22.33179862,114.1644787
1-UDFOURSXRJ,寶豪大樓,,荔枝角道209-213號,13085,15621,16340,13085,10417,10417,1977-07-12T00:00:00,1977-07-12T00:00:00,0,1,30,10,22.32658783,114.162635
1-UDFOURVVRO,孔淑珍樓,,福榮街520-530號,8660,,,8660,,,1973-06-15T00:00:00,1973-06-15T00:00:00,0,1,30,3,22.33928377,114.153567
1-UDJUQRVVRD,樂滿大廈,,南昌街99-103號,12619,,,12619,,,1985-06-06T00:00:00,1985-06-06T00:00:00,0,1,30,10,22.32880031,114.1625086
1-UFFCUROXRV,馬樹大樓,,福佬村道92-94號,13649,,,13649,,,1985-05-24T00:00:00,1985-05-24T00:00:00,0,1,30,5,22.33049832,114.1878236
1-UFQFURFARS,爵祿居,,爵祿街98號,15596,14618,14618,15596,9246,9246,1999-01-01T00:00:00,1999-01-01T00:00:00,0,1,30,15,22.3349946,114.1975115
1-UOJUFRCERO,康信大廈,,吳松街166-172號,13348,,,13348,,,1976-08-17T00:00:00,1976-08-17T00:00:00,0,1,30,15,22.30377702,114.1703041
1-UOOQFRSRRU,山林道13-15號,,山林道13-15號,20156,,,20156,,,1966-04-19T00:00:00,1966-04-19T00:00:00,0,1,30,8,22.30285598,114.1728274
1-UQRVURVJRS,敬德臺,,敬德街4號,15308,,,15308,,,1970-04-27T00:00:00,1970-04-27T00:00:00,0,1,30,1,22.31995094,114.1797959
1-USSJQRCXRQ,昌隆閣,,蕪湖街28號,16213,,,16213,,,1995-11-14T00:00:00,1995-11-14T00:00:00,0,1,30,15,22.30678403,114.1870162
1-USURURJARQ,聚賢大廈,,差館里17號,16049,,,16049,,,1998-10-01T00:00:00,1998-10-01T00:00:00,0,1,30,15,22.30745234,114.1862398
1-UUCUFRCSRO,廣勝大廈,,汝州街39號,13333,,,13333,,,1990-06-05T00:00:00,1990-06-05T00:00:00,0,1,30,15,22.32582052,114.1664497
1-UUFDFROXRO,海明閣,,振榮街8號,18663,18880,18880,18663,12297,12297,1995-04-11T00:00:00,1995-04-11T00:00:00,0,1,30,15,22.31853245,114.1616555
1-UUFJURSRRO,時安大廈,,洋松街46-48號,14653,,,14653,,,1991-11-22T00:00:00,1991-11-22T00:00:00,0,1,30,15,22.3219914,114.164402
1-UUOCFRUJRO,嘉韻閣,,埃華街18號,15285,,,15285,,,1994-02-22T00:00:00,1994-02-22T00:00:00,0,1,30,15,22.32126889,114.1636352
1-UURRURFXRV,志興樓,,廟街154號,10569,,,10569,,,1972-11-13T00:00:00,1972-11-13T00:00:00,0,1,30,5,22.30745248,114.1703816
1-VCCFQRSSRO,豐財樓,,元朗新街8號,6180,,,6180,,,1974-05-31T00:00:00,1974-05-31T00:00:00,0,1,30,5,22.44352085,114.029718
1-VCQSURFSOO,建威大廈,,又新街29號,11590,,,11590,,,1989-12-14T00:00:00,1989-12-14T00:00:00,0,1,30,15,22.4435764,114.0312237
1-VCRVURFERO,運興樓,,又新街63號,7509,,,7509,,,1979-04-19T00:00:00,1979-04-19T00:00:00,0,1,30,5,22.44196895,114.0311963
1-VCSSURRRRO,鴻業樓,,青山公路元朗段253-263號,7856,,,7856,,,1973-11-19T00:00:00,1973-11-19T00:00:00,0,1,30,5,22.44471605,114.0234411
1-VCUQURVXRO,萬華樓,,元朗炮仗坊27-37號,3620,,,3620,,,1966-12-14T00:00:00,1966-12-14T00:00:00,0,1,30,5,22.44507392,114.0295415
1-VJRQQROXRO,富興樓,,符興街35號,8156,,,8156,,,1981-01-23T00:00:00,1981-01-23T00:00:00,0,1,30,4,22.50390358,114.1275807
1-XLMTTHDXHT,金柏樓,,廣福道86-92號,8881,,,8881,,,1973-04-12T00:00:00,1973-04-12T00:00:00,0,1,30,5,22.44822022,114.1672566
1-XLNTIHTXHT,明月樓,,戲院街4-12號,7220,,,7220,,,1964-07-16T00:00:00,1964-07-16T00:00:00,0,1,30,5,22.44857217,114.1638272
1-XSDDTHTAHT,積富樓,,積富街57-69號,13615,,,13615,,,1990-08-06T00:00:00,1990-08-06T00:00:00,0,1,30,5,22.37478454,114.1782823
1-XSHIZHMYHT,積達樓,,積德里16號,12871,,,12871,,,1984-06-01T00:00:00,1984-06-01T00:00:00,0,1,30,5,22.37564244,114.1778648
1-XSZMTHTSHT,益富閣,,積富街31號,15633,,,15633,,,1996-11-01T00:00:00,1996-11-01T00:00:00,0,1,30,5,22.37550698,114.1780104
2-BEPPWPPJPE,逸林首府,,公庵路328號,12927,11513,17493,12927,8969,11450,2009-05-01T00:00:00,2009-05-01T00:00:00,0,30,30,1,22.42303137,114.0207356
2-BWPGGPKXPS,祥康樓,,安康路3-5號,7521,,,7521,,,1974-07-31T00:00:00,1974-07-31T00:00:00,0,2,30,5,22.44270234,114.023521
2-BWSKPPBHPS,金城樓,,元朗安寧路162-168號,8428,,,8428,,,1973-10-18T00:00:00,1973-10-18T00:00:00,0,2,30,0,22.44611493,114.0225555
2-DDDOQRUYDO,匡湖居,第5期,西貢公路380號,19206,18350,18350,19206,13608,13608,1985-01-01T00:00:00,1985-01-01T00:00:00,0,30,30,1,22.35623593,114.2530668
2-DJUFFROHRQ,金璧花園,,碧翠路1號,6636,14743,14743,6636,11824,11824,1993-01-01T00:00:00,1993-01-01T00:00:00,0,15,30,0,22.33972138,114.2479129
2-EAPEWPDXPA,文德苑,,太子道西369號,15921,,,15921,,,1991-02-18T00:00:00,1991-02-18T00:00:00,0,2,30,0,22.32708475,114.1879495
2-GEPPWPPVPB,嘉兆軒,,嘉兆里8號,10152,11055,11055,10152,,,2000-12-05T00:00:00,2000-12-05T00:00:00,0,2,30,27,22.49715173,114.1381372
2-LIDHTTXXST,愉景灣,3期蔚陽明蔚徑,明蔚徑,10566,10535,10945,10566,9867,10251,1987-09-30T00:00:00,1987-09-30T00:00:00,0,3,30,0,22.3014463,114.013476
2-MIHITHZRHT,文華閣,,延文禮士道30號,12111,,,12111,,,1972-05-22T00:00:00,1972-05-22T00:00:00,0,3,30,0,22.33271093,114.1858241
2-TLIZZHDRHD,華翠海灣別墅,,海天徑3-7號,14973,,,14973,,,1977-08-26T00:00:00,1977-08-26T00:00:00,0,22,30,0,22.21866103,114.2033818
2-VCUFFOUXCV,加州豪園,B期 聖巴拿徑,聖巴拿徑,11175,12040,12040,11175,8806,8806,1996-01-01T00:00:00,1996-01-01T00:00:00,0,30,30,1,22.48501054,114.0562709
2-VCVJUJFHJS,錦繡花園,J段第五街,錦繡花園J段第五街,13442,,,13442,,,1981-01-01T00:00:00,1981-01-01T00:00:00,0,30,30,0,22.48082725,114.0420583
2-VCVJUQFHVS,錦繡花園,B段第六街,錦繡花園B段第六街,11820,,,11820,,,1977-01-01T00:00:00,1986-11-17T00:00:00,0,30,30,1,22.47432632,114.0432209
1-AEGKPPEVPD,昌平樓,,石文徑2-6號,9548,,,9548,,,1976-08-04T00:00:00,1976-08-04T00:00:00,0,1,29,15,22.36506258,114.1361834
1-EASYPPWRPA,碧儷閣,,窩打老道112號,11367,18412,18412,11367,14533,14533,1974-01-18T00:00:00,1974-01-18T00:00:00,0,1,29,15,22.32432176,114.1786603
1-EDDWGPPXPS,新利大廈,,界限街177號,14660,18946,21972,14660,14795,16429,1978-02-04T00:00:00,1978-02-04T00:00:00,0,1,29,10,22.32751837,114.1854452
1-EEBEPPGRPB,工商大廈,,上海街119號,6187,,,6187,,,1958-09-10T00:00:00,1958-09-10T00:00:00,0,1,29,7,22.30608881,114.169188
1-EEEDPPPXPS,晏架街40-44號/櫸樹街5號,,晏架街40-44號,6311,,,6311,,,1960-12-28T00:00:00,1960-12-28T00:00:00,0,1,29,7,22.32042899,114.1629365
1-EGADBPPHPG,文冠樓,,鴨寮街248-252號,6521,7059,7059,6521,,,1967-04-06T00:00:00,1967-04-06T00:00:00,0,1,29,9,22.33110298,114.1611008
1-EGGGBPDXPG,金安大廈,,大埔道236號,11570,,,11570,,,1985-11-15T00:00:00,1985-11-15T00:00:00,0,1,29,10,22.33287324,114.1642263
1-EKBSBPAAPS,生昌大廈,,馬頭圍道276號,10265,,,10265,,,1969-03-28T00:00:00,1969-03-28T00:00:00,0,1,29,10,22.31557982,114.1872983
1-EKKDWPYYPS,黃氏大廈,,譚公道90號,8183,,,8183,,,1964-09-22T00:00:00,1964-09-22T00:00:00,0,1,29,8,22.32270486,114.1887256
1-ESGSPPWSPS,德興大樓,,廟街280-284號,10550,10680,10680,10550,,,1978-05-26T00:00:00,1978-05-26T00:00:00,0,1,29,6,22.30395762,114.1698189
1-EYPAPPKSPS,正鳳樓,,飛鳳街41號,11738,,,11738,,,1971-08-10T00:00:00,1971-08-10T00:00:00,0,1,29,5,22.34352862,114.1964838
1-EYPBWPPAPB,福佬村道2-8號,,福佬村道2-8號,12466,,,12466,,,1964-12-01T00:00:00,1964-12-01T00:00:00,0,1,29,5,22.32781624,114.1877263
1-GWAGBPGXPS,汀角樓,,汀角路17號,3286,,,3286,,,1962-06-12T00:00:00,1962-06-12T00:00:00,0,1,29,5,22.45236506,114.1652162
1-GWKGWPKXPS,德信大樓,,寶鄉街76號,7647,,,7647,,,1972-02-18T00:00:00,1972-02-18T00:00:00,0,1,29,6,22.44802151,114.1665863
1-MLSNIHXEHZ,定安樓,,定安街53-61號,9185,,,9185,,,1970-12-10T00:00:00,1970-12-10T00:00:00,0,1,29,5,22.31692994,114.2162896
1-MMNHTHNAHS,東鴻大樓,,新填地街261號,11909,,,11909,,,1966-08-25T00:00:00,1966-08-25T00:00:00,0,1,29,5,22.31449627,114.1684499
1-MMTXTHSEHL,上海街494-496號,,上海街494-496號,9994,,,9994,,,1970-09-08T00:00:00,1970-09-08T00:00:00,0,1,29,10,22.31673587,114.1688089
1-MSZSTHSJHZ,東盛大廈,,爵祿街72-82號,8320,,,8320,,,1963-10-16T00:00:00,1963-10-16T00:00:00,0,1,29,5,22.33543717,114.1969292
1-MXINZHXYHX,北河街92-94號/汝州街223號,,北河街92-94號,10753,,,10753,,,1962-10-12T00:00:00,1962-10-12T00:00:00,0,1,29,8,22.32933307,114.1620135
1-OOUFQROSRO,金堂大廈,,卑路乍街139-153號,12611,,,12611,,,1973-03-07T00:00:00,1973-03-07T00:00:00,0,1,29,10,22.28253857,114.1271831
1-OQDSURSXRO,安安大樓,,駱克道123-125A號,11991,,,11991,,,1965-08-12T00:00:00,1965-08-12T00:00:00,0,1,29,11,22.27828364,114.1726632
1-OQSCURFARU,德豐大樓,,灣仔道251-253號,11387,,,11387,,,1965-05-29T00:00:00,1965-05-29T00:00:00,0,1,29,7,22.27802178,114.1800182
1-QUDOQRCSRD,珠寶大樓,,禾塘咀街125號,9476,,,9476,,,1972-02-29T00:00:00,1972-02-29T00:00:00,0,1,29,6,22.36731029,114.1327554
1-SAEBPPKOPS,得利樓,,駱克道37-39號,14137,15185,15185,14137,9111,9111,1970-09-01T00:00:00,1970-09-01T00:00:00,0,1,29,10,22.27839193,114.1702277
1-SAYSBPSXPS,萬寶樓,,軒尼詩道149-151號,12893,17932,17932,12893,,,1964-06-25T00:00:00,1964-06-25T00:00:00,0,1,29,10,22.27780504,114.1734103
1-SDBYGPYXPK,亨利閣,,鴨脷洲大街9-15號,14541,,,14541,,,1973-09-21T00:00:00,1973-09-21T00:00:00,0,1,29,10,22.24448077,114.1573272
1-SKEEBPWJPK,源遠街7-9號,,源遠街7-9號,15599,,,15599,,,1966-01-26T00:00:00,1966-01-26T00:00:00,0,1,29,8,22.26935213,114.1859559
1-SKWBWPEJPB,綄紗大廈,,浣紗街8-10號,10499,,,10499,,,1963-12-23T00:00:00,1963-12-23T00:00:00,0,1,29,11,22.27891511,114.1922054
1-TTIXZHXYHZ,啟豐大廈,,皇后大道中189-205號,13105,,,13105,,,1966-07-13T00:00:00,1966-07-13T00:00:00,0,1,29,5,22.28501873,114.1524892
1-TZXXIHXJHD,端納大廈,,麥當勞道50-52A號,11178,20497,20497,11178,18333,19412,1956-07-16T00:00:00,1956-07-16T00:00:00,0,1,29,8,22.27504067,114.1585747
1-UDCDQRDHRD,北河街60-62號/大南街280號,,北河街60-62號,7987,,,7987,,,1962-11-30T00:00:00,1962-11-30T00:00:00,0,1,29,8,22.32871894,114.1614894
1-UOJOURVXRU,山林道34-36號,,山林道34-36號,19400,,,19400,,,1975-03-26T00:00:00,1975-03-26T00:00:00,0,1,29,15,22.30262121,114.1738173
1-UOROURQXRU,美華閣,,漆咸道南111-113號,9957,,,9957,,,1974-01-03T00:00:00,1974-01-03T00:00:00,0,1,29,15,22.30146532,114.1762533
1-VCORFRSYRO,聯勝樓,,元朗安樂路83-87號,6136,6792,6792,6136,,,1973-12-20T00:00:00,1973-12-20T00:00:00,0,1,29,5,22.44618569,114.0306673
1-WGPYPPDXPE,銀輝大廈,,梅窩碼頭路11號,8562,,,8562,,,1978-08-02T00:00:00,1978-08-02T00:00:00,0,1,29,5,22.26438037,114.0007025
2-TLHZTHZXHM,寶晶苑,,淺水灣道93號,45405,34985,54893,45405,30380,38132,1987-12-30T00:00:00,1988-04-28T00:00:00,0,22,29,0,22.2396047,114.1916675
2-TZSSZHSSHN,GREEN VILLAGE,,宏豐臺8-10A號,15352,,,15352,,,1958-01-28T00:00:00,1965-08-10T00:00:00,0,6,29,4,22.27515837,114.1922049
2-UDDFURSHRF,雅趣苑,,玉蘭路21號,20422,20807,20807,20422,19976,19976,1979-12-14T00:00:00,1979-12-14T00:00:00,0,2,29,0,22.33019159,114.1723704
1-BDKDGPKXPS,全和大樓,,新豐路84號,8933,,,8933,,,1981-12-07T00:00:00,1981-12-07T00:00:00,0,1,28,5,22.50513144,114.1266958
1-BEPPWDPEPW,名御,,大棠路101路,8803,9201,10840,8803,5368,6324,2008-12-01T00:00:00,2008-12-01T00:00:00,0,1,28,20,22.43685639,114.0297251
1-BGSKGPSJPS,祥隆大廈,,井財街23號,12622,13580,13580,12622,8611,8611,1981-09-16T00:00:00,1981-09-16T00:00:00,0,1,28,14,22.40103082,113.9775338
1-BWPBBPAJPS,富安大廈,,建德街18號,11751,11197,11530,11751,8813,9075,1986-11-11T00:00:00,1986-11-11T00:00:00,0,1,28,14,22.44138115,114.0302837
1-EAPSPPBYPS,勵德閣,,勵德街4號,19578,,,19578,,,1980-09-17T00:00:00,1980-09-17T00:00:00,0,1,28,14,22.32602855,114.1764667
1-EASSWPBXPS,太子花苑,,太子道西232號,13006,16481,16481,13006,13503,13503,1989-01-13T00:00:00,1989-01-13T00:00:00,0,1,28,14,22.32546865,114.1752631
1-EDKAGPSJPS,達運閣,,歌和老街16號,20984,,,20984,,,1975-11-19T00:00:00,1975-11-19T00:00:00,0,1,28,7,22.34057681,114.1753115
1-EDKGBPSXPS,紫蘭別墅,,歌和老街2M號,13410,18145,22177,13410,,,1964-03-17T00:00:00,1964-03-17T00:00:00,0,1,28,7,22.34064003,114.1775927
1-EEAABPAEPY,金冠樓,,碧街27B號,8300,,,8300,,,1972-06-13T00:00:00,1972-06-13T00:00:00,0,1,28,7,22.3136203,114.1684208
1-EEBDBPGXPE,永光花園,,洗衣街229號,18030,,,18030,,,1995-12-30T00:00:00,1995-12-30T00:00:00,0,1,28,14,22.32521566,114.1702449
1-EEGAPPSSPS,弼街31-33號,,弼街31-33號,8198,,,8198,,,1961-12-09T00:00:00,1961-12-09T00:00:00,0,1,28,7,22.32186516,114.1671973
1-EEGDPPDXPS,金寶閣,,太子道西80-82號,14735,,,14735,,,1988-01-13T00:00:00,1988-01-13T00:00:00,0,1,28,14,22.32371633,114.1656345
1-EESBPPKXPS,麗華閣,,荔枝角道188-190號,14196,17366,17872,14196,11612,12245,1990-05-04T00:00:00,1990-05-04T00:00:00,0,1,28,14,22.32611835,114.1640328
1-EGPGBPYXPD,時康大廈,,黃竹街43號,15301,,,15301,,,1993-01-20T00:00:00,1993-01-20T00:00:00,0,1,28,14,22.32996556,114.1666047
1-EKDSGPAVPS,柏堅大廈,,馬頭圍道288號,8561,,,8561,,,1966-06-28T00:00:00,1966-06-28T00:00:00,0,1,28,14,22.31603134,114.1873663
1-EKYKGPWSPA,光明閣,,蕪湖街68號,18259,,,18259,,,1999-03-01T00:00:00,1999-03-01T00:00:00,0,1,28,14,22.30760589,114.1856575
1-ESBEPPBSPE,華苑,,山林道39號,8675,,,8675,,,1975-07-15T00:00:00,1975-07-15T00:00:00,0,1,28,14,22.30289213,114.1739629
1-ESPGPPKSPS,官涌街15-21號,,官涌街15-21號,5231,,,5231,,,1963-12-27T00:00:00,1963-12-27T00:00:00,0,1,28,7,22.3039124,114.1685087
1-ESPKPPBAPE,俊源大廈,,山林道43號,14092,,,14092,,,1975-07-15T00:00:00,1975-07-15T00:00:00,0,1,28,14,22.30290116,114.1741376
1-EYBGGPYRPS,華頌樓,,環鳳街14號,10920,,,10920,,,1970-10-09T00:00:00,1970-10-09T00:00:00,0,1,28,5,22.34370002,114.19794
1-GWAWBPGXPS,省躬大廈,,汀角路21-27號,10043,,,10043,,,1974-04-30T00:00:00,1974-04-30T00:00:00,0,1,28,7,22.45287079,114.1654784
1-GYPYBPYXPS,天寶樓,,大圍道94-102號,10060,,,10060,,,1974-08-23T00:00:00,1974-08-23T00:00:00,0,1,28,5,22.37408015,114.1786901
1-MLZXZHHRHZ,恆安街19-23號,,恆安街19-23號,9476,,,9476,,,1964-10-31T00:00:00,1964-10-31T00:00:00,0,1,28,7,22.31595316,114.2219575
1-MMDLTHHSHM,麗榮樓,,亞皆老街103-105A號,3793,,,3793,,,1962-11-03T00:00:00,1962-11-03T00:00:00,0,1,28,7,22.31985153,114.1712546
1-MMHNZHDYHS,碧街大廈,,碧街7號,8134,,,8134,,,1961-02-11T00:00:00,1961-02-11T00:00:00,0,1,28,7,22.3134577,114.1675279
1-MMLZTHDSHM,翠景閣,,花墟道50-56號,15147,,,15147,,,1988-09-30T00:00:00,1988-09-30T00:00:00,0,1,28,14,22.32515254,114.1728268
1-MMMXIHLXHM,樂興大廈,,通菜街242號,13824,,,13824,,,1989-05-17T00:00:00,1989-05-17T00:00:00,0,1,28,14,22.32567619,114.1694393
1-MMMZIHTXHS,國強大廈,,登打士街20-22號,7576,,,7576,,,1965-06-19T00:00:00,1965-06-19T00:00:00,0,1,28,8,22.31488458,114.1683431
1-MMSIZHXYHI,四海大樓,,山東街71號,8271,,,8271,,,1959-04-28T00:00:00,1959-04-28T00:00:00,0,1,28,7,22.31800931,114.1717691
1-MMSMIHNYHS,新填地街222-226號,,新填地街222-226號,7837,,,7837,,,1962-04-04T00:00:00,1962-04-04T00:00:00,0,1,28,7,22.31291594,114.1690808
1-MMSMZHTXHI,金都大廈,,花園街64-68號,10848,,,10848,,,1978-02-28T00:00:00,1978-02-28T00:00:00,0,1,28,14,22.31813573,114.1715458
1-MMTNTHHJHT,亞皆老街35-37A號,,亞皆老街35-37A號,8370,,,8370,,,1958-12-05T00:00:00,1958-12-05T00:00:00,0,1,28,7,22.31941794,114.1684205
1-MSTSTHNXHT,德寶大廈,,鳴鳳街54-60號,5608,,,5608,,,1965-08-10T00:00:00,1965-08-10T00:00:00,0,1,28,6,22.34434143,114.1960082
1-MTIDTHNXHM,黃達榮大廈,,山林道14-16號,12363,,,12363,,,1972-05-27T00:00:00,1972-05-27T00:00:00,0,1,28,10,22.30253088,114.1728954
1-MTIXIHHRHM,祥景樓,,柯士甸道144號,15467,,,15467,,,1978-12-28T00:00:00,1978-12-28T00:00:00,0,1,28,14,22.30309984,114.1743026
1-MTMHIHSAHM,金瓊樓,,天文臺圍3號,13059,,,13059,,,1977-12-12T00:00:00,1977-12-12T00:00:00,0,1,28,14,22.30168204,114.174584
1-MTMXIHSRHM,翠景閣,,天文臺圍2-4號,15491,,,15491,,,1985-12-19T00:00:00,1985-12-19T00:00:00,0,1,28,14,22.30150143,114.1747684
1-MTSIIHHSHZ,漆咸道南5-7號,,漆咸道南5-7號,10311,15263,15263,10311,,,1965-12-09T00:00:00,1965-12-09T00:00:00,0,1,28,14,22.29659781,114.1752052
1-MXIMZHZXHI,裕興大廈,,荔枝角道208-210號,14151,,,14151,,,1989-09-01T00:00:00,1989-09-01T00:00:00,0,1,28,14,22.3266511,114.1633144
1-MXMTTHMSHI,恆興大廈,,福華街3號,12668,13962,13962,12668,10615,10615,1979-08-15T00:00:00,1979-08-15T00:00:00,0,1,28,14,22.3276357,114.1670125
1-MXSHZHZXHI,荔枝角道202-206號,,荔枝角道202-206號,5717,,,5717,,,1959-05-06T00:00:00,1959-05-06T00:00:00,0,1,28,7,22.32661499,114.1634697
1-MXZNZHLAHN,金寶樓,,欽州街41-45號,8318,,,8318,,,1972-09-01T00:00:00,1972-09-01T00:00:00,0,1,28,7,22.33224987,114.161159
1-NLITTHDRHT,百宜樓,,元朗教育路28號,6699,,,6699,,,1974-01-04T00:00:00,1974-01-04T00:00:00,0,1,28,5,22.44310362,114.027727
1-NLZDZHHXHT,日新大廈,,日新街5號,11378,13216,13216,11378,,,1985-09-20T00:00:00,1985-09-20T00:00:00,0,1,28,7,22.44393686,114.0303879
1-ODUOQRSXRO,仲齊大廈,,南安街67-71號,15054,,,15054,,,1964-03-26T00:00:00,1964-03-26T00:00:00,0,1,28,7,22.27864626,114.2268165
1-OOUQFRRXRV,德豐大廈,,干諾道西79-81號,18451,,,18451,,,1980-12-31T00:00:00,1980-12-31T00:00:00,0,1,28,10,22.28812422,114.1463074
1-OQDUURQRRO,萬東樓,,堅尼地道41號,19439,17818,23457,19439,15833,19000,1979-06-05T00:00:00,1979-06-05T00:00:00,0,1,28,6,22.27373222,114.1733037
1-OQFJQRRARO,交加街2-8號,,交加街2-8號,16812,,,16812,,,1961-01-20T00:00:00,1961-01-20T00:00:00,0,1,28,7,22.27566477,114.1729932
1-OQSRFRDXRU,僑康大廈,,天樂里3-5A號,13327,,,13327,,,1968-07-19T00:00:00,1968-07-19T00:00:00,0,1,28,7,22.27840107,114.1798629
1-OQVJQRUERQ,宜興樓,,軒尼詩道357-359號,12226,,,12226,,,1966-01-15T00:00:00,1966-01-15T00:00:00,0,1,28,14,22.27880746,114.1792904
1-OSDRQRCXRS,仁麗苑,,奕蔭街14-18號,16204,,,16204,,,1975-06-18T00:00:00,1975-06-18T00:00:00,0,1,28,14,22.26944251,114.1846558
1-OSJRQRUXRU,金碧閣,,干德道24號,21807,24173,24194,21807,16380,16393,1997-03-01T00:00:00,1997-03-01T00:00:00,0,1,28,14,22.2792027,114.1505496
1-OSORQRVRRS,昇平街6-8號,,昇平街6-8號,10772,,,10772,,,1964-04-01T00:00:00,1964-04-01T00:00:00,0,1,28,7,22.26805165,114.1871395
1-OSRSFRJSRV,銅鑼灣道60-66號,,銅鑼灣道60-66號,12013,,,12013,,,1969-07-12T00:00:00,1969-07-12T00:00:00,0,1,28,7,22.27885197,114.1914582
1-OUCRFRCSRU,雲咸大廈,,雲咸街30-32號,16834,,,16834,,,1962-02-09T00:00:00,1962-02-09T00:00:00,0,1,28,9,22.27982651,114.1552749
1-QUFSFRCVRJ,友明大廈,,大隴街89號,8614,,,8614,,,1972-01-06T00:00:00,1972-01-06T00:00:00,0,1,28,7,22.36570429,114.1383775
1-SAAWPPWRPE,活道1-1A號,,活道1-1A號,6027,,,6027,,,1963-08-09T00:00:00,1963-08-09T00:00:00,0,1,28,7,22.27722711,114.1779514
1-SAEBBPWAPS,灣仔道56-60號,,灣仔道56-60號,12129,,,12129,,,1966-09-06T00:00:00,1966-09-06T00:00:00,0,1,28,7,22.27610729,114.1743807
1-SAGPGPSXPS,紹安大樓,,軒尼詩道183-185號,10753,,,10753,,,1965-10-22T00:00:00,1965-10-22T00:00:00,0,1,28,14,22.27788633,114.174206
1-SBGKPPPJPA,清華大廈,,清華街1號,11981,,,11981,,,1966-06-21T00:00:00,1966-06-21T00:00:00,0,1,28,7,22.28889346,114.1968449
1-SBPWPPSSPS,電氣道119-125號,,電氣道119-125號,6693,,,6693,,,1967-04-17T00:00:00,1967-04-17T00:00:00,0,1,28,7,22.28565204,114.1914298
1-SBYAGPKRPS,京都大廈,,英皇道159-161號,11914,,,11914,,,1972-03-02T00:00:00,1972-03-02T00:00:00,0,1,28,14,22.28853261,114.1935067
1-SKABPPASPE,德苑,,梁輝臺5號,20866,21638,21638,20866,17500,17500,1972-11-14T00:00:00,1972-11-14T00:00:00,0,1,28,10,22.28036794,114.1524124
1-SKAGBPEJPE,彝年大廈,,干德道54A-54D號,18677,19231,21291,18677,16138,18235,1965-09-17T00:00:00,1965-09-17T00:00:00,0,1,28,7,22.28098137,114.1484242
