typeCode,estateName,phaseName,address,nUnitPrice,postMinNUnitPrice,postMaxNUnitPrice,unitPrice,postMinUnitPrice,postMaxUnitPrice,minOpDate,maxOpDate,phaseCount,buildingCount,unitCount,blgHeight,lat,lng
1-TMNSZHHEHM,康和大廈,,堅道15號,16667,20625,20625,16667,16923,16923,1973-10-23T00:00:00,1973-10-23T00:00:00,0,1,93,25,22.27988056,114.154324
1-TTDDIHSHHD,御林豪庭,,裕林臺8號,20690,22260,24011,20690,15666,16899,1999-08-01T00:00:00,1999-08-01T00:00:00,0,1,93,24,22.28345589,114.149103
1-TZMZZHTSHT,麗怡大廈,,般咸道38號,19216,18876,27126,19216,13703,19408,1989-02-01T00:00:00,1989-02-01T00:00:00,0,1,93,32,22.28459314,114.1457744
1-UOCQFRFSRO,寶發大廈,,廟街279號,16035,,,16035,,,1984-04-03T00:00:00,1984-04-03T00:00:00,0,1,93,16,22.30361444,114.1695666
1-UUCOFRSYRJ,偉基樓,,洗衣街91號,10925,12105,12105,10925,7475,7475,1965-08-19T00:00:00,1965-08-19T00:00:00,0,1,93,14,22.31944516,114.1714973
1-UUSRFRSJRU,京華大廈,,運動場道15號,11458,,,11458,,,1965-05-06T00:00:00,1965-05-06T00:00:00,0,1,93,11,22.32553171,114.1695752
1-BGAKGPSYPS,雅麗花園,,青翠徑11號,8911,9876,9876,8911,7564,7564,1982-12-08T00:00:00,1982-12-08T00:00:00,0,1,92,23,22.40266639,113.9783958
1-DBPPWSPXPB,皇御居,,崗背街5號,16406,,,16406,,,2005-03-01T00:00:00,2005-03-01T00:00:00,0,1,92,23,22.38087893,114.1967318
1-EAWDGPBOPG,全發大廈,,山谷道9號,14896,,,14896,,,1978-12-21T00:00:00,1978-12-21T00:00:00,0,1,92,23,22.30980945,114.1838428
1-EEKBGPASPY,恆裕閣,,碧街8號,15349,,,15349,,,1994-05-09T00:00:00,1994-05-09T00:00:00,0,1,92,23,22.31321388,114.1676153
1-EEPPWBPXPB,都會名軒,,廣東道535號,17465,18000,26373,17465,12073,17468,2005-05-01T00:00:00,2005-05-01T00:00:00,0,1,92,23,22.30662156,114.1680233
1-EEWGPPYYPE,長寧大廈,,西洋菜南街258-260號,9166,,,9166,,,1965-03-08T00:00:00,1965-03-08T00:00:00,0,1,92,14,22.32366236,114.1692355
1-EKBSPPDSPS,榮林大廈,,新柳街1A-1J號,16667,,,16667,,,1981-07-17T00:00:00,1981-07-17T00:00:00,0,1,92,23,22.31284361,114.1862208
1-EKEYGPSXPA,慶祥大廈,,漆咸道北417號,16623,,,16623,,,1989-09-11T00:00:00,1989-09-11T00:00:00,0,1,92,23,22.31219342,114.1860072
1-EKPPWDPXPS,翰畋,,美善同道80號,21203,24254,25373,21203,,,2019-12-31T00:00:00,2019-12-31T00:00:00,0,1,92,23,22.31777429,114.1867743
1-MDMXZHZOHN,太平居,,太平道6號,19938,,,19938,,,1998-11-01T00:00:00,1998-11-01T00:00:00,0,1,92,23,22.3188492,114.1738558
1-MMINTHMYHL,甘芳大廈,,甘芳街10-20號,14658,16760,16760,14658,12659,12659,1982-04-27T00:00:00,1982-04-27T00:00:00,0,1,92,23,22.31556181,114.1671978
1-ODQQFRVSRO,東豪大廈,,筲箕灣東大街177-183號,18400,,,18400,,,1984-01-18T00:00:00,1984-01-18T00:00:00,0,1,92,23,22.27719127,114.2301247
1-ODVOFRVHRO,東灣閣,,筲箕灣東大街51號,15135,19045,19045,15135,13432,13432,1999-04-01T00:00:00,1999-04-01T00:00:00,0,1,92,23,22.28024347,114.230611
1-OORFURJXRO,福安大廈,,北街23-25號,16178,,,16178,,,1980-04-08T00:00:00,1980-04-08T00:00:00,0,1,92,23,22.28304488,114.1291722
1-OQODFROJRO,利榮大樓,,軒尼詩道156-162號,16197,14953,15423,16197,11270,11270,1965-08-27T00:00:00,1965-08-27T00:00:00,0,1,92,14,22.27736254,114.173488
1-OQSOURSERO,興邦大廈,,駱克道117號,15306,18027,20408,15306,12710,14388,1985-10-18T00:00:00,1985-10-18T00:00:00,0,1,92,23,22.27829267,114.1724691
1-OVFCFRFXRQ,康德大廈,,天后廟道95-97號,13813,15593,18711,13813,12000,15000,1961-08-11T00:00:00,1961-08-11T00:00:00,0,1,92,12,22.28808982,114.1961267
1-SAAGWPKJPS,修頓大廈,,盧押道1-3號,14005,15101,15101,14005,,,1965-10-13T00:00:00,1965-10-13T00:00:00,0,1,92,12,22.27667615,114.1713145
1-SAKGPPSJPS,基利大廈,,機利臣街6-14號,14014,,,14014,,,1979-07-19T00:00:00,1979-07-19T00:00:00,0,1,92,23,22.27656774,114.1701793
1-SAPPWSPXPE,國泰新宇,,灣仔道125號,22111,,,22111,,,2001-06-01T00:00:00,2001-06-01T00:00:00,0,1,92,23,22.27652272,114.1759623
1-SBBAPPSRPA,怡寶洋樓,,堡壘街57-59號,17172,17072,17072,17172,13980,13980,1983-05-18T00:00:00,1983-05-18T00:00:00,0,1,92,23,22.29016657,114.1984947
1-SBKDBPWOPA,豐昌大廈,,和富道38-48號,16584,,,16584,,,1979-05-19T00:00:00,1979-05-19T00:00:00,0,1,92,23,22.29166596,114.1959913
1-SBPKWPWVPA,嘉運大廈,,月園街10-16號,19208,,,19208,,,1985-04-29T00:00:00,1985-04-29T00:00:00,0,1,92,23,22.2908803,114.1960106
1-SBPPWAPXPG,MOUNT PARKER RESIDENCES,,西灣臺1號,28107,26176,93151,28107,,,2013-12-01T00:00:00,2013-12-01T00:00:00,0,1,92,19,22.28434676,114.2191915
1-SBPPWWPXPA,港逸軒,,春秧街128號,20083,19937,25500,20083,13152,16346,2003-01-01T00:00:00,2003-01-01T00:00:00,0,1,92,23,22.29121412,114.1984464
1-SKADBPYRPE,寶玉閣,,西摩道49號,20120,22289,24096,20120,16444,17778,1991-05-15T00:00:00,1991-05-15T00:00:00,0,1,92,23,22.28281474,114.1493069
1-SSAEPPGEPS,太康大廈,,荷蘭街1D號,19149,20795,20795,19149,15704,15704,1983-01-18T00:00:00,1983-01-18T00:00:00,0,1,92,23,22.28436379,114.1306855
1-SSPEPPPEPG,大新閣,,卑路乍街3-3A號,15411,17899,17899,15411,14055,14055,1979-10-01T00:00:00,1979-10-01T00:00:00,0,1,92,23,22.28589041,114.1322667
1-SSPPWWPXPG,南里壹號,,南里1號,26434,27358,31967,26434,,,2016-07-01T00:00:00,2016-07-01T00:00:00,0,1,92,24,22.28528605,114.1348868
1-SSYBPPKJPS,裕福大廈,,爹核士街1-1A號,20000,21465,21465,20000,16699,16699,1991-05-09T00:00:00,1991-05-09T00:00:00,0,1,92,23,22.28352278,114.1267752
1-TIHXIHSEHZ,海利大廈,,鴨脷洲大街49-55號,18552,20000,20000,18552,14428,14428,1991-09-20T00:00:00,1991-09-20T00:00:00,0,1,92,23,22.24407426,114.1562214
1-TITSZHMXHD,添喜大廈,,成都道20-28號,13911,,,13911,,,1973-08-30T00:00:00,1973-08-30T00:00:00,0,1,92,23,22.24851718,114.1549111
1-TNSNIHHAHD,榮發大廈,,春秧街114-120號,15510,,,15510,,,1979-07-09T00:00:00,1979-07-09T00:00:00,0,1,92,23,22.2911419,114.198262
1-TNXHTHTJHD,華康大廈,,堡壘街6-8號,16891,16414,17172,16891,12795,13386,1983-08-26T00:00:00,1983-08-26T00:00:00,0,1,92,23,22.28937215,114.1962627
1-TNXMIHLRHD,銀輝大廈,,和富道84-94號,18698,,,18698,,,1979-01-12T00:00:00,1979-01-12T00:00:00,0,1,92,23,22.29203606,114.1972626
1-TTNITHLXHT,華輝大廈,,士美非路26-34號,16212,17065,17065,16212,13369,13369,1977-03-04T00:00:00,1977-03-04T00:00:00,0,1,92,23,22.2790896,114.1296295
1-TTNTZHMAHX,南昌大廈,,山道48-52號,20928,,,20928,,,1979-07-31T00:00:00,1979-07-31T00:00:00,0,1,92,23,22.28513266,114.1353818
1-TXNMIHTAHT,雁亭,,海晏街38號,19184,,,19184,,,1995-03-24T00:00:00,1995-03-24T00:00:00,0,1,92,23,22.28020047,114.2236635
1-TXXNIHIXHT,海灣華庭,,筲箕灣道368號,17586,18459,22568,17586,12875,15591,1999-02-01T00:00:00,1999-02-01T00:00:00,0,1,92,23,22.27799615,114.2265057
1-TZIDTHSJHZ,旭逸閣,,黃泥涌道7-9號,23945,25649,45390,23945,18545,32817,1982-08-10T00:00:00,1982-08-10T00:00:00,0,1,92,23,22.2694606,114.1839863
1-UCFCFRDVRS,光明大樓,,通明街7號,7797,,,7797,,,1987-08-14T00:00:00,1987-08-14T00:00:00,0,1,92,23,22.31498663,114.2228792
1-UDCOURJXRS,順寧居,,順寧道439號,15736,,,15736,,,1996-12-20T00:00:00,1996-12-20T00:00:00,0,1,92,23,22.3390403,114.1562075
1-UFUVURVYRO,恆安大廈,,蒲崗村道43-59號,14326,,,14326,,,1980-05-26T00:00:00,1980-05-26T00:00:00,0,1,92,23,22.34386248,114.1986292
1-UURRQRCXRF,順豐大廈,,東安街3號,16532,,,16532,,,1992-11-19T00:00:00,1992-11-19T00:00:00,0,1,92,23,22.31366541,114.1676929
1-UUVDFRFRRF,德喜大廈,,德昌里1-9號,15616,,,15616,,,1978-09-27T00:00:00,1978-09-27T00:00:00,0,1,92,23,22.31304229,114.1675765
2-SBWDPPBHPA,宇宙閣,,建華街18-26號,14181,16076,17251,14181,11896,12784,1982-02-22T00:00:00,1982-02-22T00:00:00,0,2,92,23,22.28915529,114.1972719
2-TTXMTHDXHT,嘉富大廈,,吉席街63號,17439,17647,18216,17439,13839,14286,1982-11-10T00:00:00,1982-11-10T00:00:00,0,2,92,23,22.28351401,114.1276194
2-VCVJUFFHDS,錦繡花園,L段第四街,錦繡花園L段第四街,11792,13561,13561,11792,13529,13529,1980-12-22T00:00:00,1981-01-01T00:00:00,0,92,92,0,22.48142604,114.0454393
2-VCVJUJFHOS,錦繡花園,I段第四街,錦繡花園I段第四街,12736,,,12736,,,1981-01-01T00:00:00,1981-05-28T00:00:00,0,92,92,0,22.47898651,114.0438189
1-EKPPWBPEPE,華強大廈,,下鄉道36號,8605,,,8605,,,1976-01-07T00:00:00,1976-01-07T00:00:00,0,1,91,12,22.31762057,114.1895114
1-EYAEBPGJPK,安福大樓,,崇齡街95-97號,7756,,,7756,,,1963-05-20T00:00:00,1963-05-20T00:00:00,0,1,91,7,22.33405555,114.1965019
1-EYGKPPKSPK,昌泰大樓,,景福街83-97號,10190,,,10190,,,1963-08-07T00:00:00,1963-08-07T00:00:00,0,1,91,7,22.33463334,114.1977833
1-OOJDQRVARQ,利豐大廈,,皇后大道中315-319號,21368,,,21368,,,1978-03-10T00:00:00,1978-03-10T00:00:00,0,1,91,20,22.28544282,114.1502573
1-OVRCQRVXRQ,益新洋樓,,英皇道355-361號,15565,,,15565,,,1977-08-18T00:00:00,1977-08-18T00:00:00,0,1,91,23,22.29079883,114.1975536
1-QURJURCSRD,美涌大廈,,禾塘咀街89號,11222,,,11222,,,1977-03-25T00:00:00,1977-03-25T00:00:00,0,1,91,17,22.36748174,114.1322796
1-SSBEPPSYPK,金谷大廈,,堅道135-137號,20949,18822,22339,20949,15333,17067,1973-02-14T00:00:00,1973-02-14T00:00:00,0,1,91,22,22.28296835,114.1498114
1-TTLMZHXOHM,冠華大廈,,皇后大道西420-424號,15382,16707,16707,15382,,,1976-06-08T00:00:00,1976-06-08T00:00:00,0,1,91,23,22.28630747,114.138768
1-AEKSWPWJPD,成城大廈,,和宜合道90-114號,8848,,,8848,,,1973-02-09T00:00:00,1973-02-09T00:00:00,0,1,90,10,22.36796215,114.1393381
1-BWEPPPGYPS,盛發大廈,,元朗泰祥街14號,11111,12713,12713,11111,10063,10063,1988-10-21T00:00:00,1988-10-21T00:00:00,0,1,90,15,22.44538198,114.0306681
1-BWGYPPAYPS,鴻發大樓,,元朗教育路87-99號,8976,10632,11329,8976,8271,9088,1975-09-25T00:00:00,1975-09-25T00:00:00,0,1,90,23,22.44283834,114.024094
1-EAYDGPKOPB,富臨閣,,太平道9號,14966,15672,15672,14966,12601,12601,1979-01-16T00:00:00,1979-01-16T00:00:00,0,1,90,23,22.31939104,114.1736714
1-EEDDGPKYPB,金威廣場,,白加士街98號,14675,15281,15281,14675,11003,11003,1999-03-01T00:00:00,1999-03-01T00:00:00,0,1,90,15,22.30620628,114.1710028
1-EEEGBPYAPB,利成大廈,,偉晴街19號,9321,10825,10825,9321,,,1961-06-20T00:00:00,1961-06-20T00:00:00,0,1,90,12,22.3061971,114.1677225
1-EEPWBPAAPE,寶安大樓,,旺角道30號,10932,,,10932,,,1966-01-25T00:00:00,1966-01-25T00:00:00,0,1,90,15,22.32123318,114.1703616
1-EEYBPPWEPS,金堂閣,,鐵樹街19號,14474,15038,15958,14474,11881,11881,1981-05-21T00:00:00,1981-05-21T00:00:00,0,1,90,15,22.31913766,114.163451
1-EEYBPPWJPS,金滿閣,,鐵樹街31號,13409,15049,15049,13409,11151,11151,1981-05-21T00:00:00,1981-05-21T00:00:00,0,1,90,15,22.31937246,114.1634898
1-EEYBPPWXPS,金旺閣,,鐵樹街7號,13534,15534,16291,13534,11511,12653,1981-05-21T00:00:00,1981-05-21T00:00:00,0,1,90,15,22.31885771,114.1634122
1-EGKGWPEXPD,新榮大樓,,福榮街27號,10512,,,10512,,,1966-02-16T00:00:00,1966-02-16T00:00:00,0,1,90,9,22.32947785,114.165634
1-ESKEPPAXPS,漢口大廈,,漢口道45號,26427,,,26427,,,1959-03-24T00:00:00,1959-03-24T00:00:00,0,1,90,10,22.29767235,114.1708285
1-ODURQRUHRO,金威樓,,金華街12-18號,11841,,,11841,,,1966-09-23T00:00:00,1966-09-23T00:00:00,0,1,90,15,22.27767908,114.2296591
1-OOJCURCORU,永祥大廈,,西邊街19-29號,19604,20339,21223,19604,15345,16076,1987-03-09T00:00:00,1987-03-09T00:00:00,0,1,90,23,22.28552221,114.140544
1-OOOSQRRORS,文華大廈,,文咸東街35-43號,16705,16957,30000,16705,13830,24643,1979-09-28T00:00:00,1979-09-28T00:00:00,0,1,90,18,22.28562378,114.1524794
1-OQCRQRUARU,友光大廈,,軒尼詩道418-430號,11512,15427,15427,11512,13077,13077,1970-01-12T00:00:00,1970-01-12T00:00:00,0,1,90,12,22.27897901,114.1808915
1-QUSJFRCXRJ,安盛大廈,,大白田街25號,7568,,,7568,,,1973-06-07T00:00:00,1973-06-07T00:00:00,0,1,90,23,22.36753779,114.1396683
1-SAGDBPWAPS,富利大廈,,灣仔道62-76號,17844,15313,20000,17844,12281,16045,1981-12-23T00:00:00,1981-12-23T00:00:00,0,1,90,15,22.27630597,114.1745456
1-SAPEBPYXPS,薈賢居,,太和街28號,6943,,,6943,,,1995-01-26T00:00:00,1995-01-26T00:00:00,0,1,90,23,22.27627887,114.1738179
1-SDWWPPSRPA,嘉寧大廈,,香港仔大道76-88號,14346,,,14346,,,1979-12-27T00:00:00,1979-12-27T00:00:00,0,1,90,23,22.24720801,114.1571425
1-SSWGWPPRPK,豐樂閣,,堅道99號,15984,18654,20117,15984,15938,17188,1985-10-08T00:00:00,1985-10-08T00:00:00,0,1,90,27,22.28242672,114.1511021
1-TNIMZHHXHT,乘龍閣,,金龍臺13號,17114,21739,27138,17114,17803,22327,1986-05-16T00:00:00,1986-05-16T00:00:00,0,1,90,30,22.28081151,114.1925743
1-TTXZZHDAHM,富裕大廈,,高街53-65號,16901,18938,22571,16901,14909,17753,1978-05-09T00:00:00,1978-05-09T00:00:00,0,1,90,24,22.28524258,114.1419802
1-UDDQURVXRD,南昌中心,,南昌街89號,14426,,,14426,,,1994-12-20T00:00:00,1994-12-20T00:00:00,0,1,90,13,22.32833069,114.1621398
1-UDQFURQXRV,永華大廈,,福榮街171號,15889,,,15889,,,1996-04-23T00:00:00,1996-04-23T00:00:00,0,1,90,15,22.33287298,114.1612463
1-UOSVFROXRO,文利大廈,,廣東道86-98號,15870,17699,19174,15870,13953,15116,1978-01-05T00:00:00,1978-01-05T00:00:00,0,1,90,15,22.29885527,114.1688487
1-USOQURSHRQ,華麗大廈,,老龍坑街2號,11366,,,11366,,,1978-08-03T00:00:00,1978-08-03T00:00:00,0,1,90,15,22.30682035,114.1830953
1-UUQCFRFYRJ,利群大廈,,通菜街84-86號,10190,11385,11385,10190,,,1961-10-13T00:00:00,1961-10-13T00:00:00,0,1,90,15,22.31933677,114.1707111
1-VCQQQRJHRO,同益大廈,,裕景坊8號,12048,14458,14458,12048,10412,10412,1984-11-16T00:00:00,1984-11-16T00:00:00,0,1,90,15,22.4439804,114.0286295
2-KEPPWPPRPG,愛琴灣,,青發街2號,9056,13264,16441,9056,10143,12482,2004-12-01T00:00:00,2004-12-01T00:00:00,0,9,90,1,22.36577667,114.0017016
2-SKYAWPARSK,禮賢大廈,,禮頓道58-64A號,10354,19120,19120,10354,,,1956-09-21T00:00:00,1961-12-20T00:00:00,0,2,90,7,22.27734434,114.1843263
2-SWSSPPWVPE,嘉麟閣,,南灣道55號,24107,32374,59155,24107,25281,47727,1987-05-21T00:00:00,1987-05-21T00:00:00,0,2,90,0,22.22940822,114.1989995
2-TNILTHMSHZ,怡景大廈,,英皇道630號,12108,,,12108,,,1961-02-02T00:00:00,1961-02-02T00:00:00,0,3,90,0,22.29170977,114.2052102
2-VCVJUCFHQS,錦繡花園,M段第六街,錦繡花園M段第六街,11579,,,11579,,,1977-01-01T00:00:00,1980-12-22T00:00:00,0,90,90,0,22.48323872,114.0424933
2-VCVJUDFHDS,錦繡花園,H段第二街,錦繡花園H段第二街,12677,13208,13208,12677,13176,13176,1979-01-01T00:00:00,1979-02-22T00:00:00,0,90,90,0,22.4769397,114.0476201
2-XLHHIHSXHX,新翠山莊,,優景里20號,11103,14186,18506,11103,11450,12188,1992-03-01T00:00:00,1992-07-06T00:00:00,0,45,90,0,22.43280439,114.1958552
1-BWEWBPYXPS,祥發大廈,,裕景坊28號,12178,12707,12707,12178,10673,10673,1986-10-14T00:00:00,1986-10-14T00:00:00,0,1,89,15,22.443989,114.0281535
1-EEDEBPYJPE,怡輝大樓,,通菜街149A號,10956,,,10956,,,1963-11-13T00:00:00,1963-11-13T00:00:00,0,1,89,12,22.32151311,114.1698957
1-ESAPWPBJPE,永利大廈,,金巴利道33號,13970,,,13970,,,1963-12-21T00:00:00,1963-12-21T00:00:00,0,1,89,10,22.30081508,114.1734583
1-MLDTZHXYHZ,安順大廈,,崇仁街21號,11379,,,11379,,,1965-12-29T00:00:00,1965-12-29T00:00:00,0,1,89,13,22.31614218,114.2241316
1-SSEAWPSOPE,正德大廈,,德輔道西260-264號,11948,,,11948,,,1967-07-03T00:00:00,1967-07-03T00:00:00,0,1,89,16,22.28771683,114.1413488
1-SSPPWKPEPS,怡峰,,加惠民道33號,24203,24068,30562,24203,18442,22936,2006-05-01T00:00:00,2006-05-01T00:00:00,0,1,89,31,22.28137256,114.1238262
1-TNZSTHMXHN,海灣大廈,,海灣街9-29號,18004,,,18004,,,1962-04-09T00:00:00,1962-04-09T00:00:00,0,1,89,8,22.28777112,114.2118468
1-TTHMTHTYHD,嘉安大廈,,干諾道西8-14號,11149,19783,19783,11149,13273,13273,1972-12-20T00:00:00,1972-12-20T00:00:00,0,1,89,18,22.28750172,114.1497814
1-UDQCURJYRS,秀怡閣,,順寧道455號,14888,,,14888,,,1990-11-05T00:00:00,1990-11-05T00:00:00,0,1,89,23,22.33928409,114.1559065
1-WGKYPPDXPE,梅窩大廈,,梅窩碼頭路12號,2410,,,2410,,,1984-08-09T00:00:00,1984-08-09T00:00:00,0,1,89,5,22.26415466,114.0007513
1-AEDSWPWSPD,葵涌花園,,和宜合道50-56號,12975,,,12975,,,1982-12-29T00:00:00,1982-12-29T00:00:00,0,1,88,22,22.36704096,114.1390277
1-AEPPWBPXPK,翡翠廣場,,沙咀道298-304號,15758,15752,16659,15758,10394,10992,2002-06-01T00:00:00,2002-06-01T00:00:00,0,1,88,22,22.36908437,114.1173266
1-BGPSWPYXPS,富華大廈,,仁政街26A號,8929,10024,10024,8929,8219,8219,1982-07-06T00:00:00,1982-07-06T00:00:00,0,1,88,11,22.3957098,113.9758614
1-DMLTIHNXHZ,仁信大廈,,三陂坊12號,9587,,,9587,,,1963-05-03T00:00:00,1963-05-03T00:00:00,0,1,88,11,22.36902095,114.1167829
1-EAPPWSPXPE,聖佐治大廈,,窩打老道81號,20659,,,20659,,,2002-04-01T00:00:00,2002-04-01T00:00:00,0,1,88,25,22.32180223,114.1759329
1-EEPYGPPOPD,鴻禧大廈,,花園街1號,18646,,,18646,,,1984-07-26T00:00:00,1984-07-26T00:00:00,0,1,88,23,22.31589614,114.1716333
1-EEWGGPWRPS,富安大廈,,通州街192號,7895,,,7895,,,1958-11-24T00:00:00,1958-11-24T00:00:00,0,1,88,10,22.3258201,114.1613053
1-EGPPWGPXPB,寓．弍捌,,福榮街228-234號,17535,17783,19284,17535,13095,13768,2012-06-01T00:00:00,2012-06-01T00:00:00,0,1,88,23,22.33517554,114.1588775
1-EGPPWPPHPK,海華麗軒,,興華街38號,17737,19266,19266,17737,,,2000-04-01T00:00:00,2000-04-01T00:00:00,0,1,88,22,22.33932922,114.1557318
1-EGPPWPPJPS,興隆大廈,,青山道202號,14079,,,14079,,,1988-01-05T00:00:00,1988-01-05T00:00:00,0,1,88,11,22.33671073,114.1588287
1-EGWPBPBYPD,華麗廣埸,,南昌街188號,15686,,,15686,,,1997-06-01T00:00:00,1997-06-01T00:00:00,0,1,88,11,22.33060662,114.1649059
1-EKDYBPWJPA,紅磡大廈,,蕪湖街56A號,10181,,,10181,,,1964-10-23T00:00:00,1964-10-23T00:00:00,0,1,88,11,22.30733495,114.1861525
1-EKGBPPDHPS,安順大廈,,新山道3B-3D號,10322,,,10322,,,1970-04-03T00:00:00,1970-04-03T00:00:00,0,1,88,11,22.3214677,114.1883373
1-ESPPWSPJPS,AVA 62,,上海街62號,19660,23121,33766,19660,,,2017-05-01T00:00:00,2017-05-01T00:00:00,0,1,88,22,22.30457167,114.1692851
1-EYPPWPPJPB,AVA 55,,啟德道55號,23261,20427,28890,23261,,,2019-07-31T00:00:00,2019-07-31T00:00:00,0,1,88,22,22.32977553,114.1920071
1-EYYPBPGEPK,安強大樓,,崇齡街91A-93號,8817,,,8817,,,1963-05-20T00:00:00,1963-05-20T00:00:00,0,1,88,7,22.334191,114.1965213
1-MMILZHMYHS,有利樓,,利業街16號,13063,,,13063,,,1972-07-27T00:00:00,1972-07-27T00:00:00,0,1,88,22,22.31430655,114.1671979
1-MMLIZHTXHM,華美樓,,"花園街191-197號, 花園街150-156號",8485,,,8485,,,1963-04-22T00:00:00,1963-04-22T00:00:00,0,1,88,11,22.32339148,114.17008
1-MMMLZHLXHI,利豐大廈,,染布房街19號,9453,,,9453,,,1960-07-02T00:00:00,1960-07-02T00:00:00,0,1,88,11,22.31959871,114.1724484
1-MXLMIHIJHI,友聯大樓,,大埔道70A-70D號,10048,,,10048,,,1962-09-10T00:00:00,1962-09-10T00:00:00,0,1,88,11,22.32873743,114.1669833
1-MXNMIHNRHZ,僑輝大廈,,僑蔭街2-8號,12206,,,12206,,,1983-03-10T00:00:00,1983-03-10T00:00:00,0,1,88,11,22.33436313,114.1623042
1-MXSXZHTSHX,金華大廈,,長沙灣道240號,13526,12500,15974,13526,,,1977-12-28T00:00:00,1977-12-28T00:00:00,0,1,88,9,22.33139202,114.1617997
1-MZINZHNVHZ,明華閣,,崇志街26號,11250,,,11250,,,1973-09-14T00:00:00,1973-09-14T00:00:00,0,1,88,15,22.31166048,114.1882103
1-ODORFRSXRO,富欣閣,,西灣河街23號,20225,23146,23146,20225,14928,14928,1998-05-01T00:00:00,1998-05-01T00:00:00,0,1,88,22,22.27977585,114.2242746
1-OORCURDSRU,俊庭居,,皇后大道西356號,21600,22735,25685,21600,15215,15991,1999-06-01T00:00:00,1999-06-01T00:00:00,0,1,88,23,22.28680466,114.1409803
1-OOVRQRJXRD,百好大樓,,皇后大道西554-560號,12764,,,12764,,,1968-07-09T00:00:00,1968-07-09T00:00:00,0,1,88,10,22.28604437,114.1339065
1-OQDCFRFXRO,海源中心,,太原街8號,21380,21886,22195,21380,14918,15222,1996-09-27T00:00:00,1996-09-27T00:00:00,0,1,88,22,22.27617952,114.1733328
1-OSSDURQSRS,金光大廈,,景光街36-44號,19653,18969,18969,19653,15558,15558,1977-09-16T00:00:00,1977-09-16T00:00:00,0,1,88,22,22.26885554,114.1842094
1-OVDUURCYRQ,富邦大廈,,七姊妹道106-110號,16667,,,16667,,,1985-09-20T00:00:00,1985-09-20T00:00:00,0,1,88,22,22.29100565,114.2036089
1-OVQOURCXRQ,天順樓,,七姊妹道100-104號,11682,15295,16308,11682,12787,13606,1982-04-14T00:00:00,1982-04-14T00:00:00,0,1,88,22,22.29096955,114.2034439
1-OVSSQRVXRQ,新達大廈,,英皇道347號,17737,,,17737,,,1989-10-06T00:00:00,1989-10-06T00:00:00,0,1,88,22,22.29069954,114.1971848
1-SASEWPYXPE,利昌大廈,,灣仔道218-220B號,13714,15294,15294,13714,,,1974-01-28T00:00:00,1974-01-28T00:00:00,0,1,88,22,22.27792246,114.1784365
1-SBDPPPAXPA,嘉富大廈,,渣華道196-202號,20306,,,20306,,,1984-06-06T00:00:00,1984-06-06T00:00:00,0,1,88,22,22.29247787,114.2021633
1-SBKKPPWYPA,嘉蘭大廈,,七姊妹道25-31號,16217,,,16217,,,1977-07-13T00:00:00,1977-07-13T00:00:00,0,1,88,22,22.29087956,114.201474
1-SBSAWPSAPK,寶石樓,,英皇道614-628號,12992,,,12992,,,1961-01-18T00:00:00,1961-01-18T00:00:00,0,1,88,11,22.29154728,114.2048123
1-SBSWWPPAPA,怡家洋樓,,堡壘街41-43號,16610,,,16610,,,1983-03-01T00:00:00,1983-03-01T00:00:00,0,1,88,22,22.29018472,114.197767
1-SBWDPPEXPS,木蘭苑,,電氣道160號,18548,18414,19516,18548,13333,14173,1992-12-15T00:00:00,1992-12-15T00:00:00,0,1,88,22,22.28714204,114.1920025
1-SDDGBPPYPA,珍寶大廈,,香港仔大道201號,15484,17612,17612,15484,12553,12553,1988-05-14T00:00:00,1988-05-14T00:00:00,0,1,88,23,22.24932993,114.1548819
1-SDSDWPYEPK,怡慶大廈,,鴨脷洲大街150號,15774,,,15774,,,1985-05-29T00:00:00,1985-05-29T00:00:00,0,1,88,22,22.24354114,114.153903
1-SKPEBPDXPG,登龍閣,,邊寧頓街9-11號,19436,21881,22078,19436,14979,15111,1986-08-01T00:00:00,1986-08-01T00:00:00,0,1,88,22,22.27887043,114.1859274
1-SKPPWSPXPG,采怡閣,,渣甸坊48號,19950,19417,26650,19950,12903,17707,2002-11-01T00:00:00,2002-11-01T00:00:00,0,1,88,22,22.27914139,114.1852094
1-SSEGGPSAPG,高雅大廈,,山道20-24號,13398,17211,17211,13398,12860,12860,1981-05-25T00:00:00,1981-05-25T00:00:00,0,1,88,22,22.28571049,114.134877
1-SSPYWPKEPE,保基大廈,,保德街6-20號,16132,17010,17010,16132,13506,13506,1981-10-14T00:00:00,1981-10-14T00:00:00,0,1,88,22,22.2848439,114.1362358
1-SSSGWPBAPG,景賜大廈,,皇后大道西521-525號,14564,,,14564,,,1983-08-16T00:00:00,1983-08-16T00:00:00,0,1,88,22,22.28677563,114.1330912
1-SSWPBPAHPS,順興大廈,,吉席街22-34號,18489,,,18489,,,1989-11-30T00:00:00,1989-11-30T00:00:00,0,1,88,22,22.28318011,114.1283861
1-TDZNZHMJHT,金福大廈,,謝斐道148-156號,16592,,,16592,,,1974-12-02T00:00:00,1974-12-02T00:00:00,0,1,88,22,22.27861781,114.1740313
