k,Easting,Northing
2-EGPPWPPJPS,834130,822689
2-EGPPWPPJPW,834095,820058
2-EGPPWPPJPY,835731,822404
2-EGPPWPPSPK,833339,821502
2-EGPPWPPVEK,833481,821742
2-EGPPWPPVSK,833480,821744
2-EGPPWWPEWE,834576,821987
2-EGPPWWPHWS,833511,822799
2-EGSGBPGJPK,834477,821821
2-EGSPWPPEPG,834260,820825
2-EGSPWPPHPK,833609,821658
2-EGSPWPPHPS,834094,822227
2-EGSPWPPJPG,834477,821113
2-EGSPWWPAWS,833988,822249
2-EGSPWWPVWK,833949,822191
2-EKDEPPGXEE,837585,819661
2-EKDEPPGXSE,837687,819682
2-EKEGBPGAPS,837536,820269
2-EKGBBPSSPA,837153,819192
2-EKGBPPBSPB,837430,818569
2-EKGEPPGEAE,837901,819826
2-EKGEPPGEEE,837857,819871
2-EKGEPPGESE,837812,819905
2-EKPAGPWXPB,837249,818554
2-EKPEGPDRPA,837234,818804
2-EKPEPPPXPA,836945,818664
2-EKPGBPESPK,837433,819418
2-EKPPWPPEAK,837892,818852
2-EKPPWPPEBK,837924,818643
2-EKPPWPPEEK,837816,818852
2-EKPPWPPEKK,837945,818731
2-EKPPWPPEPB,837865,818281
2-EKPPWPPEPE,837663,820499
2-EKPPWPPESK,837841,818726
2-EKPPWPPOPA,837235,819129
2-EKPPWPPYPE,837964,820041
2-EKPYPPSAPG,837287,820257
2-EKSPWPPHPA,837128,819242
2-EKYABPGJPS,837502,820169
2-EKYSGPBJPB,837197,818586
2-ESDPBPPRPE,835828,818304
2-ESPPPPAXPB,836296,817839
2-ESPPWPPEED,834829,818602
2-ESPPWPPEPA,837080,818410
2-ESPPWPPEPS,835420,818141
2-ESPPWPPESD,834760,818612
2-ESPPWPPHPA,837230,818228
2-ESPPWPPHPD,834825,818286
2-ESPPWPPJES,834856,818463
2-ESPPWPPJPA,836959,818194
2-ESPPWPPJPD,834700,818250
2-ESPPWPPJSS,834855,818392
2-ESPPWWPAWA,837368,818103
2-ESPPWWPAWD,835291,818326
2-ESPPWWPHWS,835213,818484
2-ESWEBPPJPS,835397,818246
2-ESYSBPBSPS,835745,817631
2-EWAPBPKEAP,841563,818479
2-EWAPBPKEEP,841685,818579
2-EWAPBPKEKP,841367,818500
2-EWAPBPKESP,841503,818641
2-EWASPPPOPK,840722,820448
2-EWAYWPWJPD,842719,818197
2-EWAYWPWYPD,842566,818510
2-EWDGGPSOPK,840890,819858
2-EWGYWPWXPD,842067,818658
2-EWKSBPYOAS,840380,820593
2-EWKSBPYOES,840325,820558
2-EWKSBPYOKS,840424,820608
2-EWKSBPYOSS,840283,820663
2-EWPPGPGXPE,841407,821479
2-EWPPGPSEPK,841339,820238
2-EWPPWPPAPY,842573,817929
2-EWPPWPPEPD,842639,819360
2-EWPPWPPEPK,841742,819540
2-EWPPWPPJPD,842621,818967
2-EWPPWPPJPS,840449,820766
2-EWPPWPPRPY,842196,817236
2-EWPPWWPVWY,842629,817097
2-EWPWPPEVPK,841029,819675
2-EWSWWPWYPD,842255,819049
2-EWWGGPSVPK,840768,819899
2-EWWWBPSSPK,841375,820198
2-EWYPPPPVPK,840416,820331
2-EWYWBPSJPK,841403,820020
2-EWYYPPPAPY,842618,817364
2-EYBYGPYAPS,838460,822998
2-EYBYWPWAPS,838813,823230
2-EYDDBPPVPE,837052,822458
2-EYKGWPWRPY,839547,821976
2-EYKSPPSOPY,840225,822026
2-EYPBBPPYPE,837287,822685
2-EYPEBPPXPE,837310,822803
2-EYPEWPWVPK,838091,821837
2-EYPGBPPXPE,837215,822245
2-EYPPWPPAPG,838766,820956
2-EYPPWPPEPA,837800,821767
2-EYPPWPPEPG,838744,821158
2-EYPPWPPEPP,838830,821305
2-EYPPWPPHPG,838798,821016
2-EYPPWPPJEY,839788,822357
2-EYPPWPPJPA,837969,822301
2-EYPPWPPJSY,839779,822367
2-EYPPWPPRPG,838637,821071
2-EYPPWPPRPS,837991,822993
2-EYPPWPPYPG,838850,821052
2-EYPPWPPYPS,838717,822865
2-EYPPWSPEPG,838709,821125
2-EYPPWWPAWS,838325,822370
2-EYPPWWPEWK,838320,821621
2-EYPPWWPHWY,840073,822266
2-EYPPWWPSWG,838499,820936
2-GAPPWPPEPK,841299,844940
2-GDAAWPGYPA,845972,820656
2-GDAPBPKRPA,845131,819669
2-GDAPGPGJPB,843774,820461
2-GDAYWPGYPA,845994,820612
2-GDBDWPSRPA,845157,821171
2-GDBSBPAJPB,843611,822037
2-GDDYBPKSPA,845167,819870
2-GDDYWPDJPA,844554,820238
2-GDGGPPKHPA,844494,822583
2-GDPABPSXPA,845873,821265
2-GDPBPPSXPS,848040,817388
2-GDPDBPSHPA,845829,820428
2-GDPDPPSOPS,842727,821992
2-GDPPGPPRPA,844167,820377
2-GDPPWPKAPA,844197,820543
2-GDSYGPSAPA,846086,820256
2-GDSYGPSJPA,846009,820325
2-GDWYWPDAPA,844659,820164
2-GDYWPPBHPB,844125,820059
2-GDYYGPSYPA,846191,820295
2-GDYYWPDRPA,844768,819273
2-GEPPWPPAPD,831088,839784
2-GEPPWPPAPK,833064,840149
2-GEPPWPPEPA,829457,839479
2-GEPPWPPEPB,832977,840016
2-GEPPWPPEPD,831059,839461
2-GEPPWPPEPE,830142,840248
2-GEPPWPPEPG,830391,840000
2-GEPPWPPEPK,831321,840576
2-GEPPWPPEPS,829410,839908
2-GEPPWPPHPK,832015,840475
2-GEPPWPPHPS,829294,840002
2-GEPPWPPJPB,832880,840102
2-GEPPWPPJPS,829680,837480
2-GEPPWPPJPY,832508,838202
2-GEPPWPPRPB,832463,839646
2-GEPPWPPRSS,828526,840356
2-GEPPWPPSPB,832763,839879
2-GEPPWPPVPB,832282,839728
2-GEPPWPPYPK,831786,840424
2-GEPPWWPOWS,829697,837986
2-GESPWPPXPB,832589,839345
2-GGAKPPWAPS,848231,828046
2-GGAKPPWXPS,847440,828737
2-GGAKWPYXPS,846322,827993
2-GGDEWPYYPS,,
2-GGDPGPBXPS,846220,826879
2-GGPPBPSHPS,846133,827016
2-GGSAGPBXPS,846185,826982
2-GGSPWPPXPS,845779,826657
2-GGYWBPBHPS,845998,827010
2-GWBAGPSEPB,834858,834800
2-GWBPGPEXPS,834972,834975
2-GWBYBPGJPS,835025,834810
2-GWESWPGRPB,836310,833749
2-GWGGPPGXPS,835322,834239
2-GWGKPPKRPS,835888,834886
2-GWPDBPEXES,835055,834971
2-GWPDBPEXSS,835013,834940
2-GWPGGPAEPS,836100,834707
2-GWPGPPKXPS,835577,834832
2-GWPPBPGEPB,835223,833495
2-GWPPBPGRPB,835310,833724
2-GWPPBPGXPA,838172,832760
2-GWPPPPDRPB,834465,834609
2-GWPPPPGAPB,835315,833861
2-GWPSPPGRPB,835482,833809
2-GWPSPPYSAG,834535,833593
2-GWPSPPYSEG,834806,833647
2-GWPSPPYSKG,834689,833510
2-GWPSPPYSSG,834680,833615
2-GWPWBPYXPS,835329,834123
2-GWSBPPDYEB,834514,834967
2-GWSBPPDYSB,834658,834937
2-GWYEPPSJPS,834977,834824
2-GWYKPPKXPS,835975,835052
2-GYAPBPDJPB,840503,826842
2-GYBAWPYXPS,837048,826739
2-GYBGWPPXPS,836330,826110
2-GYBPPPBXPE,836565,825027
2-GYDPPPBSPB,840223,827153
2-GYDYBPBXPS,835479,825549
2-GYEAWPWXPS,838622,826836
2-GYEBWPSEEB,841248,831107
2-GYEBWPSESB,841149,831139
2-GYEEWPWHPS,835393,825722
2-GYEWPPGXPS,838590,827324
2-GYGAWPYXPS,837095,826766
2-GYGGGPGXPB,841285,831619
2-GYGKWPWXPS,837886,826580
2-GYKGWPSXPB,842033,831934
2-GYPABPAXPS,839211,829979
2-GYPBBPWRES,838956,829109
2-GYPBBPWRSS,838947,829074
2-GYPEBPYSPK,837460,827999
2-GYPEBPYVPK,837861,828281
2-GYPEWPSYPB,841555,831689
2-GYPGWPGXPS,835483,825419
2-GYPPBPDSPB,840336,826797
2-GYPPWPPEPB,842206,831728
2-GYSEBPYAPK,837819,828447
2-GYSEBPYEPK,838004,828125
2-GYSEBPYOPK,837281,827944
2-GYSPBPEYPB,841146,829402
2-GYSYWPYAPS,836823,827007
2-GYWKPPEXPS,836397,826364
2-GYWKPPKYAS,835473,834490
2-GYWKPPKYBS,835752,834783
2-GYWKPPKYES,835455,834682
2-GYWKPPKYGS,835676,834797
2-GYWKPPKYKS,835613,834679
2-GYWKPPKYSS,835473,834772
2-GYYDGPBXPS,835275,825391
2-GYYYPPGOPS,838180,826896
2-IMZNIHISHT,840108,835292
2-IZMHTHIRHT,843979,832239
2-IZTTTHIEHT,843803,832386
2-JURRFRVXOU,838082,836121
2-JURRURSXRF,838572,835477
2-KEBAGPYXPB,816435,826549
2-KEEAWPSXPD,818163,825131
2-KEGAWPSXPD,818581,825108
2-KEGYWPSXPD,818552,825097
2-KEPAWESXDD,818972,825158
2-KEPAWPSXPD,818626,825166
2-KEPEGPYHPB,816291,826375
2-KEPPWPPAEK,815392,828507
2-KEPPWPPAPA,814368,827971
2-KEPPWPPAPG,818004,826142
2-KEPPWPPASK,815361,828384
2-KEPPWPPEPA,815123,827019
2-KEPPWPPEPB,815980,826872
2-KEPPWPPEPG,818041,825193
2-KEPPWPPEPK,815226,827006
2-KEPPWPPHPA,815289,831309
2-KEPPWPPHPB,816115,830097
2-KEPPWPPHPG,817910,824981
2-KEPPWPPHPK,815117,827179
2-KEPPWPPJEA,815385,829038
2-KEPPWPPJPB,816054,827354
2-KEPPWPPJPG,817464,825916
2-KEPPWPPOPB,816073,829252
2-KEPPWPPOPG,816933,826400
2-KEPPWPPRPA,814479,828617
2-KEPPWPPRPB,823836,825211
2-KEPPWPPRPG,818226,825190
2-KEPPWPPSPA,814269,829774
2-KEPPWPPVPA,814518,829684
2-KEPPWPPVPB,816414,830279
2-KEPPWPPYPA,814946,829670
2-KEPPWPPYPG,816966,826149
2-KESPWPPEPG,818214,825984
2-KESPWPPJPB,816136,830540
2-KESPWPPJPG,818483,826067
2-KESPWPPXPD,818100,825440
2-KEYWWPSAPD,818445,825115
2-KEYWWPSJPD,818488,825119
2-KKPPWPPEPS,816585,831112
2-LIDHTHXXDT,818419,816548
2-LIDHTHXXIT,820016,817409
2-LIDHTHXXMT,819582,818047
2-LIDHTHXXTT,819735,817393
2-LIDHTHXXXT,819581,817279
2-LIDHTHXXZT,819063,818445
2-LIDHTMXXHT,819535,817674
2-LIDHTMXXMT,819530,818121
2-LIDHTMXXTT,819458,817727
2-LIDHTTXXDT,819363,817360
2-LIDHTTXXHT,819919,817238
2-LIDHTTXXIT,820483,817479
2-LIDHTTXXLT,819431,818065
2-LIDHTTXXMT,819221,818184
2-LIDHTTXXNT,820294,817434
2-LIDHTTXXST,819431,818065
2-LIDHTTXXTT,819245,817605
2-LIDHTTXXXT,820522,817346
2-LIDHTTXXZT,820479,817365
2-LMLZIHHXHH,820742,807342
2-LMMDZHNXHH,821025,807213
2-LMNNIHHXHH,820504,807283
2-MDDHZHTYHN,836167,819485
2-MDHHIHTXHD,837230,820803
2-MDHHZHNAHD,836906,820803
2-MDIIIHHYHN,836159,820125
2-MDLIIHHRHN,836208,820158
2-MDLNTHTXHZ,836824,820448
2-MDXHZHTYHN,836239,819394
2-MDXZTHDHTM,836268,820372
2-MDZSZHSVHD,836390,819989
2-MIDIIHZRHT,836763,821114
2-MIDXTHZAHT,837192,821344
2-MIHITHZRHT,837190,821518
2-MISHTHTXHT,836571,821415
2-MITMIHTYHM,836580,822627
2-MITZTHDRHT,836315,822743
2-MIXDZHXSHM,836586,821733
2-MLDNZHSYHT,840208,820763
2-MLLNZHNYHI,842164,818834
2-MLMHTHMEHZ,841028,820070
2-MLMLZHSYHT,840238,820724
2-MLNMIHMJHZ,840767,820076
2-MLNMIHMYHZ,840914,819980
2-MLNNZHNJHI,842221,818720
2-MLSMTHHAHS,843002,817711
2-MLTHTHMYHZ,840969,820007
2-MLTLTHNJHZ,840993,819484
2-MLZMIHMHHZ,840865,819693
2-MLZMIHMOHZ,840603,819887
2-MLZMIHMRHZ,840767,819712
2-MMDDIHHRMT,834862,820123
2-MMDDIHHRTT,834861,820034
2-MMDZZHLVHT,834976,820431
2-MMHXIHHSHI,835718,819702
2-MMMHTHZSHL,835442,819800
2-MMMLZHMSHX,836126,819114
2-MMNIZHTJHT,835255,820245
2-MMXNIHLYHT,834626,820290
2-MMXZTHXEHT,834596,820079
2-MMZIIHTRHS,835287,819418
2-MNHHZHNXHD,832243,822737
2-MNHNIHLXHD,832107,822617
2-MNNSIHHXHD,832288,822818
2-MSDSZHXHHZ,838227,821773
2-MSHLTHHAHT,838941,822013
2-MSHTIHSHHT,838538,823505
2-MSHTTHTAHT,838873,822501
2-MSIHIHISHT,838599,823527
2-MSMLZHXAHZ,838223,821724
2-MSMTTHTVHT,838880,822447
2-MSMZIHZYHN,837454,821247
2-MSNSTHSXHH,839959,820480
2-MSXDIHMOHZ,838270,821748
2-MSZHTHZAHT,838884,822797
2-MTINIHSXHZ,835827,817589
2-MTNNZHDXHM,835869,818496
2-MTXHZHMAHM,835897,817698
2-MXDSIHTAHM,834421,822047
2-MXDSTHLOHH,831932,822197
2-MXDSTHTXHS,835914,821479
2-MXHIZHIHHS,836036,821510
2-MXHSTHHYHD,835238,822578
2-MXLHTHXVHZ,834324,822146
2-MXLITHSSDS,836239,821512
2-MXLITHSSMS,836174,821532
2-MXLITHSSTS,836178,821658
2-MXNSTHXAHS,835903,821548
2-MXNTIHNJHI,835326,820988
2-MXXDZHIXHS,836083,821365
2-MXZHTHXOHZ,834517,821967
2-MXZIIHISHI,835234,821124
2-MZDIIHHADN,837307,818414
2-MZDIIHHAIN,837830,818345
2-MZDIIHHALN,837636,818196
2-MZDIIHHAMN,837525,818394
2-MZDIIHHANN,837674,818301
2-MZDIIHHATN,837382,818461
2-MZDIIHHAZN,837464,818305
2-MZDIITHAHN,837807,818524
2-MZDIITHAMN,837708,818552
2-MZDIITHATN,837596,818519
2-MZHNTHSJHM,837564,819597
2-MZHXTHXVHM,837750,819762
2-MZMLZHMXHD,837232,819194
2-MZSZIHMHHZ,837419,818909
2-MZTIZHNHHZ,837536,819208
2-NIHHZHSHHD,832635,838589
2-NILZZHXRHD,832571,840183
2-NISZZHXEHD,832780,840211
2-NITTZHTOHD,831367,840275
2-NITXTHSOHD,832759,838682
2-NIXZZHXSHD,832470,839922
2-NIZXIHZYHM,831797,840639
2-NLDNZHMXHN,821533,833756
2-NLHITHSEHN,817506,833069
2-NLHNTHIXHN,817637,832150
2-NLHXZHMAHN,821631,833622
2-NLHXZHMHHN,821651,833735
2-NLHXZHMSHN,821547,833624
2-NLIIIHNEHN,820580,833550
2-NLIIIHNHHN,820230,833478
2-NLIIIHNXHN,820643,833560
2-NLIITHIEHN,817786,832605
2-NLIITHIYHN,817952,832259
2-NLITIHMVHZ,823437,836901
2-NLLSTHIXHN,817683,832108
2-NLLXTHSYHN,817501,832708
2-NLMTZHTXHN,817851,832640
2-NLNSTHIRHN,817771,832044
2-NLSITHIYHN,817781,832196
2-NLSNZHMXHN,821439,833572
2-NLTITHHXHT,821335,833920
2-NLTNTHIXHN,817658,832218
2-NLTNTTIXIN,,
2-NLTXIHZXHT,821353,833940
2-NLXXTHDJHT,828210,824496
2-NLZLZHMEHT,821178,833753
2-NLZZTHDXHT,820755,833754
2-NSHHIHSEHX,832256,838224
2-NSSLIHZYHX,828320,840245
2-NTHHIHZEHH,817835,835956
2-NXHLZHIEHM,814568,829566
2-NXHNTHDOHM,816622,830929
2-NXHNZHDRHM,814218,829500
2-NXHSIHSJHT,816128,827235
2-NXHSIHSSHT,814375,825996
2-NXIIZHDXHT,815487,828580
2-NXIIZHMYHT,815257,827261
2-NXISIHSRHT,814892,825874
2-NXLIIHSSDT,815735,828385
2-NXLIIHSSMT,815611,828322
2-NXLIIHSSTT,815673,828146
2-NXLIIHSYHT,815545,828788
2-NXMSIHSXHT,814629,825948
2-NXSSIHSAHT,815082,825874
2-NXTLIHSRHT,814666,826079
2-NXZLIHSYHT,814770,826176
2-OCCFQRFYRV,839667,809190
2-OCCFURFYRO,836560,812270
2-OCCUQRCARO,836497,812475
2-OCDQFROXRV,840062,809309
2-OCDQQRCJRO,836626,812493
2-OCDRFRRSRU,837846,811110
2-OCFFFRJXRV,839981,809074
2-OCFJURRSRV,839860,809020
2-OCFVQRRXRV,839801,809040
2-OCJJQRQVRU,837915,812444
2-OCJRURQRRU,837986,812461
2-OCOSFRCYRU,838479,810400
2-OCOSURRSRO,837164,812242
2-OCOVFRRORU,837928,811198
2-OCQOURUSRJ,844322,810054
2-OCQRFRRORU,837825,811176
2-OCQSQRVVRO,837476,811209
2-OCQSURUXRJ,844308,810077
2-OCRDFRCXRV,840037,808814
2-OCRFFRRORR,837955,814211
2-OCRUFRRJRU,837823,811034
2-OCRUURDJRO,836694,812407
2-OCRVFROERQ,839007,808965
2-OCRVQRJXRV,840050,809427
2-OCSDQRVSRR,837785,814050
2-OCSDURCYRO,836896,812299
2-OCSFFRUHRR,837867,814119
2-OCSSQRCXRO,836557,812475
2-OCUDURFSRS,840560,810081
2-OCUUURUJRC,836477,811784
2-OCVCURCXRV,840113,808902
2-OCVRUROXOS,841330,810252
2-OCVRUROXSS,841592,810561
2-OCVRUROXUS,841505,810225
2-OCVRUROXVS,841469,810922
2-ODCUQRSORQ,842739,813949
2-ODDCURSVRQ,842626,813869
2-ODFCQRVHRV,843925,813645
2-ODJDURSXRQ,842447,813906
2-ODJOFRVVRO,841783,815619
2-ODOSFRVHRO,841793,815813
2-ODQFQRVSRV,843710,814071
2-ODRDFRSXRO,841513,815947
2-ODRQURSARQ,842164,814156
2-ODRRFROVRV,842869,813893
2-ODRVFRSXRO,841608,815668
2-ODUFFRCARO,840983,815369
2-ODVFQRVSRV,843837,813796
2-OFCUURQSRQ,837541,813364
2-OFJFFRJXRS,837163,813779
2-OFQCFRJXRS,837248,813745
2-OFQJQRJVRQ,835578,813557
2-OFQRURSVRU,833615,814113
2-OFRFFRRXRQ,837556,813283
2-OFSCQRFJRU,834271,814531
2-OFUCQROXRS,835287,814334
2-OFVJFRJXRS,837083,813826
2-OJFFFRURRO,831256,815136
2-OJJUFROERO,831088,814644
2-OJJUURDORO,835962,821256
2-OJODURQARQ,833367,812353
2-OJOJURDXRO,831177,813943
2-OJQCFRCORO,831740,813674
2-OJROFRRVRQ,834468,812143
2-OJSRUROJRV,835239,811806
2-OJSSFRCXRQ,834203,812287
2-OJVJURQRRO,830502,814934
2-OJVQURFXRQ,833556,812469
2-OOCJQRJJRO,831287,816095
2-OOCQFRRRRS,833557,816059
2-OOCVFRVORU,832084,816348
2-OODQFRVORU,832140,816374
2-OOFDURJRRO,831376,816046
2-OOOUFRSHRD,831907,816390
2-OOQVQRVORU,832237,816230
2-OOSUFRVVRU,832166,816399
2-OOUUURFJRU,832328,816347
2-OOVCQRSRRQ,833472,816477
2-OOVQURJJRU,832604,816380
2-OQOUUROSRQ,836754,815776
2-OQQUURQVRO,835847,814988
2-OQRFQRFERU,836674,815456
2-OQRQFRJERU,836263,815318
2-OQUOFRFSRU,836330,815415
2-OSCSURJHRD,837193,815776
2-OSDFURVRRU,833778,815479
2-OSDJQRRXRS,837533,814126
2-OSDQQRFVRC,837837,814190
2-OSDRFRJVRS,836943,814252
2-OSFCQRCVRC,837802,814227
2-OSFQQRDORC,838115,814407
2-OSFSFRJRRO,832581,815673
2-OSJDFRFVRC,837790,814154
2-OSOQURSRRO,832422,815727
2-OSOSUROERS,837237,814869
2-OSQCFRUYRU,833951,815211
2-OSQSQRORRS,837305,814714
2-OSROFRJXRC,837863,814935
2-OSRRQRUXRU,833560,815620
2-OSRUFRDSRD,837486,815636
2-OSRUUROHRS,837220,814966
2-OSSFQRFERO,831630,815637
2-OSUFQRDRRS,837442,814141
2-OSURFRSXRD,837176,815839
2-OSUUURCXRQ,834262,815029
2-OSVQQRVXRO,832728,816025
2-OSVQURUXRQ,834114,815160
2-OUODURCARU,834032,815835
2-OVCRFRSYRD,840345,816255
2-OVCUQROARQ,838151,816680
2-OVDCURSRRQ,838644,816778
2-OVDQQRJXRV,839827,816372
2-OVDUURFSCJ,840795,816178
2-OVDUURFSDJ,840752,816420
2-OVDUURFSFJ,840619,816416
2-OVDUURFSJJ,840141,816416
2-OVDUURFSOJ,840643,816533
2-OVDUURFSQJ,840438,816424
2-OVDUURFSSJ,840279,816402
2-OVDUURFSUJ,840219,816526
2-OVDUURFSVJ,840651,816297
2-OVFCFRCVRV,839958,816340
2-OVFDFRUJRQ,838770,817052
2-OVFQURDJRD,840581,816164
2-OVJJFRCXRU,838539,816537
2-OVJUFRUXRO,838065,816476
2-OVOQURQSRO,837769,816108
2-OVQCQRFXRQ,838627,816724
2-OVQOFRFYRQ,838897,816885
2-OVQRFRSSRD,840126,816168
2-OVQVQRUXOS,839304,816923
2-OVQVQRUXUS,839292,816977
2-OVRSURCJRD,839942,816060
2-OVRVURSARQ,838697,816718
2-OVSDFRQXRV,839668,816731
2-OVSJQROYRV,839789,816532
2-OVSVURVRRV,839875,816314
2-OVUCFRJERS,839233,816565
2-OVUDFRVRRQ,838147,816742
2-OVUSFRQXRO,837816,816615
2-OVVDQRSORQ,838617,816771
2-OVVQFRFERQ,838868,816794
2-OVVQURRARU,838569,816250
2-OVVVQRUXRD,839983,815847
2-QQVDURJXRU,827314,825483
2-QSOUFRVVRR,822982,824619
2-QSROFRCXOR,822586,824786
2-QSROFRCXQR,822376,824845
2-QSROFRCXUR,822472,824893
2-QSVRFRCXRR,822697,824852
2-QUCOQRCSOQ,829321,826519
2-QUCOQRCSUQ,829394,826567
2-QUCRURQYRD,831190,824319
2-QUFOURVHRV,831931,825444
2-QUFUURRARS,830032,825981
2-QUORURSXRS,829378,825667
2-QURDURJXRS,830209,825489
2-QUROURFXRS,830637,825617
2-QURRURDXRQ,827459,825476
2-QURRURFXRV,832064,825215
2-QUSSQRQVRD,831643,825069
2-QUVUQRCERQ,828744,826551
2-QVSDFRCERR,829086,822780
2-QVSDFRCHRR,828496,824870
2-SABAWPKRPA,836305,815573
2-SADGWPDVPA,836525,815582
2-SADYWPGJPS,835539,815209
2-SAGKPPAXPB,836204,815712
2-SAPPWPPJPS,835307,815278
2-SAPPWPPOSS,835949,815131
2-SAPWGPKVPS,835697,815442
2-SASPWPPYES,835816,815241
2-SASPWPPYSS,835886,815168
2-SAWKWPGSPS,835482,815243
2-SBABBPBXAD,841065,816245
2-SBABBPBXED,841109,816347
2-SBABBPBXKD,841073,816094
2-SBABBPBXSD,841004,816444
2-SBAEGPPHPE,838300,816222
2-SBBAPPWRPA,838780,816887
2-SBBPWPYAPA,839103,816760
2-SBDPBPERPS,838030,816725
2-SBDPGPBEPS,838035,816586
2-SBEPBPPOPE,838375,816532
2-SBEPWPPXPA,839031,816788
2-SBESPPPXPK,839415,816754
2-SBESWPGXPA,838740,817017
2-SBEWPPWJPS,837659,816478
2-SBGDBPDAPE,838077,816301
2-SBGKGPAXPB,839704,816696
2-SBKKBPBXPA,838582,816922
2-SBPKBPPXPS,837782,816057
2-SBPPWPPEPD,841193,816236
2-SBPPWPPEPE,838283,816361
2-SBPPWPPEPG,840102,816031
2-SBPPWPPHPS,838129,816569
2-SBPPWPPJPS,837848,816399
2-SBPPWWPYWE,837969,815941
2-SBPYWPKXPA,838460,816746
2-SBSGBPAJPA,839050,816851
2-SBSGGPPVPE,838453,816453
2-SBSPWPPSSA,838723,817083
2-SBSPWWPEWS,837885,816727
2-SBSYBPKYPA,838587,816765
2-SBWAGPPYPE,838346,816408
2-SBWDPPBHPA,838370,816695
2-SBWDWPAXPS,837779,815982
2-SBWEWPWXPB,840001,816249
2-SBWWPPPXEE,839068,816533
2-SBWWPPPXSE,838942,816549
2-SBYKGPPHPE,838412,816448
2-SBYYBPEVPG,840286,815896
2-SDAWBPYXPK,833833,811621
2-SDAYWPEAPS,831148,815097
2-SDBYWPWAPK,833939,811707
2-SDDDWPWAPK,834214,811534
2-SDDEPPPYSE,832428,813166
2-SDDSGPWAAK,833321,811507
2-SDDSGPWABK,833479,811581
2-SDDSGPWAEK,833036,811671
2-SDDSGPWASK,833200,811779
2-SDEBGPSSPS,831116,814669
2-SDESPPAYPS,831165,815137
2-SDEWGPSOPS,831172,814620
2-SDGEWPWVPA,833277,812268
2-SDGWBPPVPA,833774,812162
2-SDPPWPPAPK,833970,811426
2-SDPPWPPEPS,831010,814577
2-SDPPWPPHAS,831731,812762
2-SDPPWPPHBS,831697,812917
2-SDPPWPPHES,831627,813098
2-SDPPWPPHKS,831756,812946
2-SDPPWPPHPA,834446,812062
2-SDPPWPPHPK,834458,811294
2-SDPPWPPHSS,831685,813241
2-SDPPWPPJPE,832424,812373
2-SDPPWPPJPK,834406,811682
2-SDPPWPPRPK,834409,811604
2-SDPPWPPRPS,831214,814625
2-SDPPWSPHPS,831524,813275
2-SDPPWWPAWS,830386,814983
2-SDPPWWPEWB,834927,811915
2-SDSSBPPXPE,832189,813216
2-SDWDPPGEPS,831272,814007
2-SEADGPGXPK,834980,815209
2-SEPPWPPAPE,833587,816081
2-SEPPWPPHPE,833618,816137
2-SEYDGPPXPE,833836,815749
2-SGADWPWVPA,842939,814260
2-SGBDBPKSPS,841646,815551
2-SGBDWPWXPA,842655,813994
2-SGBEPPGXPE,842651,815702
2-SGBGGPKXPB,842359,813640
2-SGDYGPGAPS,841682,815346
2-SGEAWPWVPG,840610,815683
2-SGEDWPWJPA,842282,814227
2-SGEPPPGHPS,840986,815906
2-SGKEPPGYPE,842733,815253
2-SGPPWPPEPA,842783,814366
2-SGPPWPPEPB,843884,814150
2-SGPPWPPEPS,841185,816081
2-SGPPWPPJPB,841869,813556
2-SGPPWPPYPS,841288,815895
2-SGPPWPWXPS,840865,815735
2-SGSKPPKRPS,841353,815423
2-SGSPWWPAWS,841613,815352
2-SGSPWWPYWS,841899,815054
2-SGWKPPKXPS,841330,815477
2-SGYBGPBXPB,842093,814494
2-SGYGWPWYPA,842187,814361
2-SKAAGPKOPS,832789,815927
2-SKADPPDYPK,837241,814575
2-SKAKWPASPS,832701,815826
2-SKBWPPEJPB,837609,815420
2-SKBYBPEXPK,837206,815024
2-SKBYBPKXPE,833723,815166
2-SKBYGPYRPK,836971,815060
2-SKDEPPDJPK,837178,814703
2-SKDEPPPAPW,838187,814503
2-SKEBGPEXPE,833306,815834
2-SKEDWPGHPS,832732,816104
2-SKEYPPEAPE,833345,815722
2-SKGEPPPSPW,838217,814578
2-SKKBGPSAPK,837356,813935
2-SKKGBPBSPW,837926,814639
2-SKKKPPEAPE,833424,815673
2-SKKKPPPRPW,838031,815031
2-SKKSWPSAPE,833512,815463
2-SKKYBPGXPP,836604,814342
2-SKPAWPGSPK,837098,814923
2-SKPBGPSJPP,835810,814933
2-SKPBGPWXPA,834066,814932
2-SKPEGPKVPP,836249,814884
2-SKPGPPAHPS,832587,816115
2-SKPKWPKOPS,832662,815889
2-SKPPWPPAPB,838138,815130
2-SKPPWPPAPW,837756,814092
2-SKPPWPPEPE,833179,816055
2-SKPPWPPEPS,832489,815750
2-SKPPWPPEPY,838182,815320
2-SKPPWPPJPK,837011,815216
2-SKPPWPPJPP,834457,815055
2-SKPSBPKSPA,834458,815198
2-SKPSWPSYPE,833624,815480
2-SKSDPPBHPK,837105,814240
2-SKSKPPBOPS,832981,816050
2-SKSSPPEAPE,833488,815541
2-SKWBPPPRPW,838080,814926
2-SKWDBPPRPK,837595,813791
2-SKWDGPEXPE,833220,815895
2-SKWEPPEJPE,833476,815652
2-SKWEWPWVPW,837729,814164
2-SKWSGPKYPA,834610,815195
2-SKYAWPARSK,837036,815387
2-SKYAWPBXPB,837929,815422
