k,Easting,Northing
2-SKYBWPBHPY,837929,815533
2-SKYDPPPRPW,838010,814942
2-SKYEWPPRPK,837579,813915
2-SKYKPPDSPE,833034,815998
2-SKYSPPAAPS,832605,816179
2-SSABGPPOPS,831548,816177
2-SSAKBPAOPG,831661,816304
2-SSDDBPWSPE,832107,816370
2-SSDYGPSOPE,832109,816472
2-SSEPWWPYWE,832277,816282
2-SSGSPPBEPG,831831,816408
2-SSKEBPDEPG,831626,816248
2-SSKPPPSSPE,832632,816608
2-SSKWBPDYPE,832400,816373
2-SSPBGPWXPG,831889,816328
2-SSPGPPYYPE,832623,816339
2-SSPKBPBXPS,831559,815996
2-SSPPWPPAES,831792,816210
2-SSPPWPPASS,831792,816210
2-SSPPWPPEPS,830889,815858
2-SSPPWPPHPK,833286,813856
2-SSPPWPPJPA,833225,816452
2-SSPPWPPYPS,831056,816050
2-SSPPWWPOWG,832112,816287
2-SSSDBPYRPS,831536,816044
2-SSSEPPPXPG,831652,816271
2-SSSPWPPOPE,832432,816207
2-SSSPWWPXWE,832769,816384
2-SSSWGPBXPA,833488,816260
2-SSWAGPEEPA,833203,816366
2-SSWDBPPYAG,832511,816590
2-SSWDBPPYEG,832257,816510
2-SSWDBPPYSG,831891,816430
2-SSWSPPAAPG,831956,816217
2-SSWSWPGHPS,831178,816069
2-SSYKGPPOPS,831603,816194
2-SSYYGPDOPS,831458,816096
2-SUCJFROORJ,818832,825215
2-SUDCFROXRJ,818743,825070
2-SUDDURUXRJ,817012,825109
2-SUDQURQXRV,816175,826624
2-SUJCURQHRV,816127,826812
2-SUJJURUERJ,816958,825150
2-SUOVFROYRD,816930,826018
2-SUQDURUYRJ,817071,825107
2-SUQRFROHRD,817335,825649
2-SURFFROXRJ,818697,825201
2-SURVFROXRD,817054,825957
2-SUUFURQXRV,816091,826669
2-SUUUURUXRJ,817441,825211
2-SWABPPPVSB,839463,809091
2-SWADGPWXPB,840408,808703
2-SWAEPPPAPB,839204,808859
2-SWAEPPPXPB,839244,808785
2-SWAEWPDHPS,836496,812290
2-SWAKBPASPA,838939,808954
2-SWAWGPDOPE,838711,810975
2-SWAYWPPRPS,836904,812441
2-SWBBPPDXPB,839993,809213
2-SWBEPPDXPB,839987,809161
2-SWBPWPAXPS,837475,811064
2-SWBSWPGOPK,840246,809595
2-SWDEWPBHPS,836524,812544
2-SWDWBPARPA,838903,809005
2-SWDWGPASPE,837799,811942
2-SWEAPPPXPB,839349,808729
2-SWEDWPSXPB,840012,809279
2-SWESPPPOPB,839208,808755
2-SWGGGPGRPW,836241,811601
2-SWGSBPPJPB,839290,808755
2-SWGWPPWSPP,838056,813221
2-SWKPBPASPA,838953,808925
2-SWPAGPPEPS,837143,812369
2-SWPBBPKEPS,837650,811031
2-SWPDGPGSPS,836700,812159
2-SWPEPPWXPE,838756,809877
2-SWPGGPGSPS,836796,812174
2-SWPPWPPAPS,837952,811032
2-SWPPWPPEEB,839941,807690
2-SWPPWPPEPE,838784,811069
2-SWPPWPPEPS,836561,811867
2-SWPPWPPESB,839995,807613
2-SWPPWPPJPB,839077,808672
2-SWPPWPPJPK,840328,809653
2-SWPPWPPJPS,837373,811346
2-SWPPWPPRPB,839301,808955
2-SWPPWPPVPE,838615,810436
2-SWPPWPPYPS,836862,812213
2-SWPPWWPAWB,839229,808687
2-SWPYPPSXPK,841188,810518
2-SWSAPPPRPB,839265,808646
2-SWSAWPYRPS,836298,812138
2-SWSAWPYVPS,836361,811999
2-SWSBPPPXPB,839218,809214
2-SWSDGPWAPE,838549,810563
2-SWSDGPYXPB,839921,809074
2-SWSGBPGXPE,838448,810991
2-SWSPWWPXWS,836485,812382
2-SWSSPPWVPE,838549,810079
2-SWWSBPKSPE,838327,811046
2-SWWSPPYXPE,838528,810911
2-SWWWBPARPA,838911,809093
2-SWWWPPSOPK,841254,810381
2-SWYAPPDXPB,839870,809212
2-SWYWWPSXPB,840012,809239
2-SYABWPWYPE,834774,814004
2-SYBDBPDXPS,833292,815138
2-SYDDGPASPE,833166,813610
2-SYDWBPWXPE,834242,814584
2-SYEDPPWXPE,834597,814504
2-SYEEBPAAPE,833577,813527
2-SYEPWPPVPE,833355,813839
2-SYGKPPDSPE,833681,814044
2-SYGSBPAAPE,833590,813527
2-SYKAGPKHPE,833404,813485
2-SYPKPPKAPE,833166,813821
2-SYPPPPBXPE,833408,813803
2-SYPPWPPAPE,834074,814666
2-SYPPWPPEPE,834464,814527
2-SYPPWPPEPK,835257,814428
2-SYPPWPPHPE,834129,814256
2-SYPPWPPJPK,835568,814752
2-SYPPWPPYEK,836618,813841
2-SYPPWPPYSK,836626,813885
2-SYPPWWPRWE,834286,814787
2-SYSBWPGYPE,833653,813898
2-SYSKPPGXPE,834494,814226
2-SYSSBPDXPE,833821,814431
2-SYWAGPGXPK,837010,813936
2-SYWKWPGYPK,836794,814079
2-SYWPWPEYPK,835266,814229
2-SYYDWPDXPS,833216,815181
2-SYYGWPWAPE,834704,813986
2-TDDDZHMJHT,835931,815521
2-TDMMIHIXHT,835345,815249
2-TDNTIHXSHD,836711,815702
2-TIDLZHXRHT,830915,814485
2-TIHDIHTYHT,,
2-TIHDTHMRHN,835017,811589
2-TIHMTHMAHN,835160,811760
2-TIHNTHHSHT,831256,814546
2-TILTIHLEHT,830377,814873
2-TILTIHLEMT,830317,814913
2-TIMMTHHJHM,832311,812294
2-TINHIHHRHT,831127,814490
2-TINLZHHVHT,831157,814504
2-TISMTHNOHT,831504,815294
2-TITZIHZXHT,831654,815428
2-TIXSIHNOHD,833898,812212
2-TIZLZHTXHT,831222,814586
2-TLHMZHLYHD,838935,809153
2-TLHSZHXSHZ,840402,809864
2-TLHZTHZXHM,837793,811208
2-TLILZHHAHN,839171,808989
2-TLILZHHRHN,839221,808979
2-TLIMIHIAHM,838687,811049
2-TLIMIHIHHT,836323,812072
2-TLIZZHDRHD,839001,808889
2-TLLDZHNXHT,836378,812286
2-TLLIZHTXHN,840141,809466
2-TLLLIHXXHT,836620,812236
2-TLLMTHIYHM,838713,810558
2-TLLZTHMXHN,840045,809142
2-TLMLZHSSHM,838683,810574
2-TLMLZHZXDZ,838649,813151
2-TLMLZHZXMZ,838511,813219
2-TLMLZHZXNZ,838704,813181
2-TLMLZHZXTZ,838684,813280
2-TLMLZHZXXZ,838579,813141
2-TLMLZHZXZZ,838508,813136
2-TLMNIHIXHZ,840456,809783
2-TLMTZHLAHZ,841107,810569
2-TLMTZHNRHT,836393,812200
2-TLNMZHDRHT,837461,811312
2-TLNNZHSEHT,836387,812078
2-TLNSIHZAHT,837661,810955
2-TLNXTHIEHT,836629,812086
2-TLSDIHZYHM,838373,811084
2-TLTLTHZHHZ,841414,810505
2-TLTTTHDAHI,844339,810086
2-TLXDIHXXHT,836701,812211
2-TLXSIHSAHT,836450,812142
2-TLXTTHSXHN,839929,809500
2-TLZHTHMXHN,840040,809189
2-TNDHIHHXHX,840018,816119
2-TNDIZHIRHT,838105,816809
2-TNDLZHNRHT,837971,816389
2-TNDTZHTRMT,837948,816852
2-TNDTZHTRTT,838090,816899
2-TNHLIHMJHT,838118,816662
2-TNHLZHLJHD,838214,816962
2-TNHNIHDRHT,837683,816421
2-TNHSZHXJHD,839049,816956
2-TNILTHMSHZ,839188,816978
2-TNIMTHMRHT,837869,816510
2-TNISTHDSHD,838960,816835
2-TNITZHLYHD,838297,817048
2-TNLHTHMRHM,837939,815826
2-TNLSTHHSHM,838874,816631
2-TNNDTHHAHM,838835,816310
2-TNNMIHIAHZ,839192,816485
2-TNNNTHXXHZ,839818,816171
2-TNSHZHLXHN,839874,816518
2-TNSIIHMYHT,837748,816562
2-TNSMIHSEHD,838709,816888
2-TNSNTHZXHD,838686,816800
2-TNTLTHHXHX,840103,815932
2-TNXITHSXHN,839912,816367
2-TNZHIHZXHN,839732,816566
2-TSDLIHSXHM,833913,814236
2-TSDNZHISHT,833318,815044
2-TSHNZHTAHM,834034,814229
2-TSSMIHMXHM,834737,814249
2-TSXLTHDYHD,837601,813354
2-TSZHIHXYHZ,836911,813970
2-TTDITHXEHD,837641,819616
2-TTHXIHSJHM,832248,816313
2-TTHZZHIVHT,831618,815929
2-TTLIIHSRHT,831320,815722
2-TTLZIHNYHM,832282,816415
2-TTMHTHDHHD,833157,816139
2-TTMTIHSXHT,831223,815910
2-TTXMTHDXHT,831192,816071
2-TTXNZHIXHT,831452,815828
2-TXLMZHZYHD,842802,813956
2-TXLNTHLSHN,842525,813566
2-TXMNTHLXHT,841218,815626
2-TXMTTHDXHN,843505,813815
2-TXZHZHNYHN,844009,813754
2-TXZNTHLXHT,841152,815637
2-TZDDZHDXHZ,837258,814278
2-TZDITHSYHM,833586,815809
2-TZDMZHIOHT,833060,816173
2-TZDSIHSXHT,832643,815933
2-TZHDZHIAHN,837566,814450
2-TZHDZHLXHD,833918,814967
2-TZHDZHTXHZ,837502,813920
2-TZHLTHDAHH,836003,814830
2-TZHNTHDXHM,833823,815037
2-TZHNZHLAHM,833744,815039
2-TZHNZHZXHM,833873,815356
2-TZHSTHMYHM,833688,815522
2-TZHTZHIRHD,834536,815115
2-TZIMZHHVHZ,837597,814006
2-TZISIHNOHL,837995,814561
2-TZLSZHZHHM,833776,815209
2-TZLZZHIOHT,832976,816207
2-TZMDTHXEHT,832672,816024
2-TZMMIHNRHN,838207,815117
2-TZMNIHIXHM,833443,815872
2-TZNDTHZXHZ,837135,815140
2-TZNNIHIXHM,833272,815923
2-TZNSTHLSHX,837302,815644
2-TZNTZHMYHL,838074,814620
2-TZSHZHMRHM,833500,815725
2-TZSNTHIAHM,833835,815597
2-TZSSZHSSHN,837848,815145
2-TZSZTHXHHH,836248,814779
2-TZTMTHMJHM,833017,815874
2-TZTSZHXJHH,836343,814650
2-TZTXTHIXHM,833791,815634
2-TZXXIHMXHT,832961,815924
2-TZZDTHIAHX,837116,815794
2-TZZHZHMYHH,835869,814840
2-TZZTTHISHX,837123,815738
2-UCCCFRDYRS,840994,819653
2-UCCOURCJRQ,841665,820149
2-UCDSURFXRO,840185,820789
2-UCFOFRJHRS,841222,819803
2-UCJOFRCJRS,841401,819375
2-UCJOFRJARS,841172,819812
2-UCJQFRCARS,841453,819290
2-UCOFFRCXRJ,842770,819421
2-UCOVURVSRS,841534,819824
2-UCQFFRCARS,841595,819393
2-UCQQFRCORS,841423,819314
2-UCRFFRCERJ,841954,818873
2-UCROURFHRO,840149,820877
2-UDCVQRVJRO,,
2-UDDCFRDSDR,832467,822182
2-UDDCFRDSFR,832634,821743
2-UDDCFRDSJR,832340,822083
2-UDDCFRDSOR,832257,821936
2-UDDCFRDSQR,832488,821836
2-UDDCFRDSSR,832624,821880
2-UDDCFRDSUR,832395,821899
2-UDDCFRDSVR,832364,822224
2-UDDFURSHRF,835804,821239
2-UDFCFRDORO,833898,822398
2-UDFVFRRSRJ,834907,820827
2-UDJDFRFHRS,834562,821775
2-UDOJURFXRS,834504,821725
2-UDOJURUHRD,834758,821451
2-UDRQURJXRO,833951,822370
2-UDSQURJHRF,836042,821652
2-UDSSURQSRF,836167,821255
2-UDURQRSXRS,834035,822362
2-UDVSURFXRV,834329,821200
2-UDVUFROXRF,835845,821268
2-UDVVFRJJRV,834316,821164
2-UFCVFRRHRU,837074,822326
2-UFFSQRRHRU,837388,823006
2-UFFVURSYRR,839784,821016
2-UFJDFRSYRO,838702,822521
2-UFJDQRVXRS,838214,821633
2-UFOQQRUERF,839692,822496
2-UFQDFRSERF,839604,822399
2-UFQDFRSRRO,838280,822544
2-UFQDFRSYRO,838350,822557
2-UFQFQROXRQ,838098,822065
2-UFRRFRSYRO,839436,822540
2-UFRRURUXRF,839867,822553
2-UFUQQRUORF,839805,822486
2-UFURFRFJRR,839346,821219
2-UJFJFRFXRO,836327,822546
2-UJJQURORRO,836984,820940
2-UJORQRCVRU,836792,822507
2-UJQFFRQSRU,836875,822585
2-UJRRQRCVRU,836826,822486
2-UJSDUROSRO,836985,821031
2-UJSOFRSXRO,836760,821300
2-UJSVURRSRO,836306,822813
2-UOCSFRJXRU,835800,817806
2-UOSDFRCRRU,835858,818370
2-UOSFURUJRU,835867,817665
2-UOSOFRDSRO,835656,817434
2-UOVOFRCARU,835856,818327
2-UOVQURCSRU,836093,817771
2-UQCCQROYRV,836207,819555
2-UQFQFRVXRO,836019,820712
2-UQJOURRVRV,835973,820093
2-UQOOURRJRQ,837186,820699
2-UQOSQROYRV,836244,819628
2-UQQCFRRJRQ,837337,820808
2-UQRDUROXRV,836314,819778
2-UQRRQRRXRS,836513,820288
2-UQRVURFXRQ,837383,820833
2-UQSSQROXRO,836158,820851
2-UQUOUROVRV,836250,819757
2-UQURQRSHRS,836368,820169
2-UQVSQROXRV,836315,819711
2-USDCFRJXRQ,837296,818962
2-USDCURVYRV,837160,818615
2-USDVURRHRU,837571,819516
2-USJOQRQXRO,837400,820308
2-USODURRARU,,
2-USOFQRCORS,837564,819370
2-USOQURRYRS,837518,819285
2-USQOFROXRO,837533,820022
2-USRFURCXRO,837284,820090
2-USSJFRDSRO,837586,820161
2-USSRURRXRD,837040,820556
2-USUOFRURRO,837488,820545
2-USVRUROXRV,837168,818511
2-USVUFRFXRU,837629,819798
2-UUCJFRSYRV,835389,819042
2-UUCSURURRJ,835813,819662
2-UUDVQRCRRO,835099,820560
2-UUODQRQRRC,835225,819853
2-UUOFURJRRJ,835808,819757
2-UURRQRFXRJ,835698,819693
2-UURUFRVARO,835100,820045
2-UUSOQRUSRO,834686,820035
2-UUVJFRCRRU,835792,820673
2-UUVOFRRVRF,835372,819352
2-UVRRQRJXRQ,832215,822700
2-UVUQFRCXRQ,832063,822551
2-VCCSQROORV,817700,832772
2-VCCSQROXRV,817490,832593
2-VCDOURFSOO,815245,828977
2-VCDOURFSUO,815126,828948
2-VCFCFRJJRO,821136,834109
2-VCFCFRVJRV,821677,834000
2-VCFJURVERO,820361,834199
2-VCJJURVYQO,820426,834161
2-VCJRURDORV,820930,833588
2-VCJRURDVRV,821015,833550
2-VCOFFOURCV,823188,838687
2-VCOFFOURDV,823324,838609
2-VCOFFOURFV,823136,838694
2-VCOFFOURJV,823266,838842
2-VCOFFOUROV,823278,838885
2-VCOFFOURQV,823326,838666
2-VCOFFOURRV,823297,838928
2-VCOFFOURSV,823239,838683
2-VCOFFOURUV,823087,838711
2-VCOFFOURVV,823211,838756
2-VCOFFQUROV,823743,838386
2-VCOFFQURRV,823605,838568
2-VCOFFRURCV,823320,838976
2-VCOFFRURDV,823351,838320
2-VCOFFRURFV,823552,838226
2-VCOFFRURJV,823377,838237
2-VCOFFRUROV,823442,838345
2-VCOFFRURQV,823395,838198
2-VCOFFRURSV,823359,838278
2-VCOFFRURUV,823346,838369
2-VCOFFRURVV,823513,838270
2-VCOFFUURCV,823610,838643
2-VCOFFUURDV,823736,838155
2-VCOFFUURFV,823591,838603
2-VCOFFUURJV,823772,838082
2-VCOFFUUROV,823365,838460
2-VCOFFUURQV,823756,838252
2-VCOFFUURRV,823339,838509
2-VCOFFUURSV,823699,838213
2-VCOFFUURUV,823331,838566
2-VCOFFUURVV,823750,838297
2-VCORQRSXRO,821121,833769
2-VCOVFROERV,819316,833422
2-VCOVFROHRV,819306,833349
2-VCQCFROXRV,819351,832928
2-VCRJQROYRO,821366,833763
2-VCROFRQXRD,824619,833263
2-VCRRFRUXRS,823481,836993
2-VCRUFRQXOD,824503,833156
2-VCRVQROERV,817727,832691
2-VCRVQROYRV,817912,832626
2-VCRVUROJRV,821523,833341
2-VCSCFROARV,819305,832713
2-VCSUFRRXRO,821017,834035
2-VCUFFOUXCV,823857,838388
2-VCUFFOUXDV,823871,838292
2-VCUFFOUXFV,823852,838434
2-VCUFFOUXJV,823875,838241
2-VCUFFOUXOV,823870,838825
2-VCUFFOUXQV,823868,838338
2-VCUFFOUXRV,823905,838773
2-VCUFFOUXSV,823878,838195
2-VCUFFOUXUV,823920,838661
2-VCUFFOUXVV,823866,838147
2-VCUFFRUXCV,823842,838536
2-VCUFFRUXDV,823955,838633
2-VCUFFRUXFV,823903,838563
2-VCUFFRUXJV,823796,838588
2-VCUFFRUXOV,823905,838615
2-VCUFFRUXQV,823848,838732
2-VCUFFRUXSV,823932,838709
2-VCUFFRUXUV,823822,838636
2-VCUFFRUXVV,823820,838684
2-VCUFFUUXRV,823859,838099
2-VCVCFROJRV,819288,832612
2-VCVJUCFHOS,822511,838149
2-VCVJUCFHQS,822439,838193
2-VCVJUCFHRS,822546,838126
2-VCVJUCFHUS,822476,838172
2-VCVJUDFHCS,822663,837715
2-VCVJUDFHDS,822966,837495
2-VCVJUDFHFS,822723,837714
2-VCVJUDFHJS,822981,837441
2-VCVJUDFHOS,823230,837612
2-VCVJUDFHQS,823047,837405
2-VCVJUDFHRS,823223,837489
2-VCVJUDFHSS,823093,837415
2-VCVJUDFHUS,823187,837590
2-VCVJUDFHVS,822928,837527
2-VCVJUFFHCS,822584,838101
2-VCVJUFFHDS,822742,837992
2-VCVJUFFHFS,822634,838031
2-VCVJUFFHJS,822734,838033
2-VCVJUFFHOS,823012,837761
2-VCVJUFFHQS,822793,837831
2-VCVJUFFHRS,822969,837755
2-VCVJUFFHSS,822771,837894
2-VCVJUFFHUS,823070,837774
2-VCVJUFFHVS,822758,837945
2-VCVJUJFHCS,822925,837758
2-VCVJUJFHDS,822382,837835
2-VCVJUJFHFS,822874,837780
2-VCVJUJFHJS,822394,837926
2-VCVJUJFHOS,822575,837722
2-VCVJUJFHQS,822487,837779
2-VCVJUJFHRS,822614,837709
2-VCVJUJFHSS,822453,837797
2-VCVJUJFHUS,822531,837725
2-VCVJUJFHVS,822415,837811
2-VCVJUOFHCS,823141,837415
2-VCVJUOFHDS,822444,837807
2-VCVJUOFHFS,822746,837712
2-VCVJUOFHJS,822680,838066
2-VCVJUOFHOS,823126,837929
2-VCVJUOFHQS,823125,837032
2-VCVJUOFHRS,822768,838244
2-VCVJUOFHSS,822665,838221
2-VCVJUOFHUS,823162,837938
2-VCVJUOFHVS,822806,837126
2-VCVJUQFHCS,822868,837167
2-VCVJUQFHDS,822490,837236
2-VCVJUQFHFS,822827,837190
2-VCVJUQFHJS,823004,837198
2-VCVJUQFHOS,822641,837128
2-VCVJUQFHQS,822573,837163
2-VCVJUQFHRS,822678,837111
2-VCVJUQFHSS,822545,837183
2-VCVJUQFHUS,822607,837143
2-VCVJUQFHVS,822513,837206
2-VCVJURFHCS,822744,838283
2-VCVJURFHDS,822686,838400
2-VCVJURFHFS,822726,838323
2-VCVJURFHJS,822708,838363
2-VCVJURFHOS,823186,837962
2-VCVJURFHQS,823268,837718
2-VCVJURFHSS,822645,838471
2-VCVJURFHUS,823323,837844
2-VCVJURFHVS,822665,838437
2-VCVJUSFHCS,822629,837267
2-VCVJUSFHDS,822690,837365
2-VCVJUSFHFS,822651,837296
2-VCVJUSFHJS,822670,837330
2-VCVJUSFHOS,822956,837129
2-VCVJUSFHQS,823033,837088
2-VCVJUSFHRS,822910,837147
2-VCVJUSFHSS,823068,837067
2-VCVJUSFHUS,822997,837110
2-VCVJUSFHVS,823101,837041
2-VCVJUUFHCS,823072,838034
2-VCVJUUFHDS,822629,838530
2-VCVJUUFHFS,822586,837131
2-VCVJUUFHJS,822785,837206
2-VCVJUUFHOS,822916,837550
2-VCVJUUFHQS,823373,837924
2-VCVJUUFHRS,822858,837755
2-VCVJUUFHSS,822986,838188
2-VCVJUUFHUS,823051,838059
2-VCVJUUFHVS,822907,838059
2-VCVJUVFHCS,823241,837439
2-VCVJUVFHDS,823081,837237
2-VCVJUVFHFS,823271,837473
2-VCVJUVFHJS,823249,837429
2-VCVJUVFHOS,822483,837494
2-VCVJUVFHQS,822469,837356
2-VCVJUVFHRS,822512,837518
2-VCVJUVFHSS,823154,837620
2-VCVJUVFHUS,822454,837479
2-VCVJUVFHVS,823080,837202
2-VDCRQRJXRO,815656,827774
2-VDCUQRUORU,816166,827322
2-VDDRURFXRO,816041,827423
2-VDFJURQYRO,815470,828537
2-VDFOURFXRO,815835,827967
2-VDFUQRUXRU,814976,829805
2-VDFUURFYRO,815530,828286
2-VDJOURFHRO,815431,829100
2-VDJUQRURRU,816005,829301
2-VDJUQRUSRU,816162,829473
2-VDJUQRUVRU,816138,829530
2-VDOOQRJVRO,815064,829053
2-VDORQRVYRU,815749,830319
2-VDORURUHRU,816152,827592
2-VDRCQRQHRU,814729,829930
2-VDRCQRQORU,814827,829891
2-VDROURUYRU,816039,828052
2-VDRRFRFXRU,817488,832307
2-VDRRURFYRO,815502,829351
2-VDRVFRORRO,815383,827257
2-VDUCQRQJRU,814819,829806
2-VDUOQRJVRO,815184,829062
2-VDUOURJXRO,815638,827232
2-VDVRURFARO,815977,827381
2-VFRSFROXRQ,831963,839098
2-VFRVFRFXRD,,
2-VFVDURJXRO,832753,839799
2-VJORURFHRQ,831679,840208
2-VJOVQRSERQ,832619,838418
2-VJROQRFVRQ,832449,838574
2-VJRRFRUORQ,833014,840191
2-VJRRURFRRQ,831332,840942
2-VJRRURFSRQ,831615,840140
2-VJRVQRFHRQ,832627,840033
2-VJUOQRSRRQ,831408,840353
2-VJURURFRRQ,831435,840147
2-VJVOURFRRQ,831204,840052
2-VOOFFRFADR,818746,835553
2-VOOFFRFAOR,818088,834764
2-VOOFFRFAQR,818011,835422
2-VOOFFRFASR,818433,835642
2-VOOFFRFAUR,818296,834879
2-VOOFFRFAVR,818641,835781
2-WABPBPPXPS,812909,810887
2-WAPEBPPXPS,813105,810916
2-WAPPBPSXPS,817001,808479
2-WAPPBSPXDS,812618,810859
2-WAPPWPPHPS,814051,810814
2-WBPPPPAYPP,812161,816457
2-WBPPWPPEAP,812786,816998
2-WBPPWPPEEP,812906,817065
2-WBPPWPPEGP,812702,817143
2-WBPPWPPEKP,812670,816961
2-WBPPWPPESP,813044,817203
2-WBPPWPPHAP,812344,816947
2-WBPPWPPHEP,812408,817050
2-WBPPWPPHKP,812458,816991
2-WBPPWPPHSP,812481,816928
2-WBPPWPPJPP,812096,817047
2-WBPPWPPREP,812945,817510
2-WBPPWPPRSP,812874,817438
2-WBPPWPPYPP,813005,817423
2-WBSPPPAYEP,811797,816646
2-WBSPPPAYSP,811914,816563
2-WDPPWAPEKS,819209,817684
2-WDPPWAPEPS,819534,818693
2-WDPPWEPEPS,819414,818751
2-WDPPWPPEAB,824354,823740
2-WDPPWPPEBB,824520,823928
2-WDPPWPPEEB,824365,823660
2-WDPPWPPEKB,824313,823852
2-WDPPWPPESB,824276,823514
2-WDPPWPPEWS,819790,817121
2-WDPPWPPJES,819207,818573
2-WDPPWPPJSS,819353,818482
2-WDPPWSPEPS,819036,818709
2-WGEYPPDYPE,817900,814118
2-WGKYPPDAPE,818163,813896
2-WGKYPPDJPE,818125,813885
2-WGKYPPDRPE,818208,813947
2-WGPYPPDSPE,818228,813824
2-WGPYPPDVPE,818219,813854
2-WKDBWPDXPK,804020,812712
2-XIDIIHTXHD,846620,820059
2-XIDNZHTEHD,845589,819512
2-XIDXIHTRHD,846460,820236
2-XIHHTHTXHT,843043,822024
2-XIHIIHTXHD,846401,820087
2-XIHLIHZEHD,844265,820457
2-XIHMIHZJHD,844632,819204
2-XIHNIHTSHD,846441,820123
2-XIHNIHTXHD,846459,820074
2-XIHXZHDXHN,842928,821651
2-XIHZIHTHHD,846307,820205
2-XILDIHTAHD,846308,820090
2-XILDIHTHHD,846252,820091
2-XILDIHTRHD,846289,820161
2-XILDIHTXHD,846215,820060
2-XILMIHTJHD,846111,820156
2-XILMIHTJID,846200,820174
2-XIMHZHZXHD,844704,820586
2-XINDIHZXHD,845046,818676
2-XINIZHZRHD,845506,819926
2-XINMIHZEHD,844479,818758
2-XISNTHIHHD,845884,820579
2-XITHIHZJHD,845018,819057
2-XITNZHZXHD,845645,820039
2-XITTIHTYHD,846298,820279
2-XIXDIHXAHD,845965,820863
2-XIZNZHTEHD,845489,819578
2-XIZTZHMVHD,846196,819915
2-XLDHTDMSHN,834249,836170
2-XLDHTHMSDN,834015,835981
2-XLDHTHMSIN,834228,835964
2-XLDHTHMSLN,834182,835736
2-XLDHTHMSMN,834403,835779
2-XLDHTHMSNN,833958,835842
2-XLDHTHMSSN,833867,835601
2-XLDHTHMSTN,833890,836249
2-XLDHTHMSXN,833683,835698
2-XLDHTHMSZN,834219,836066
2-XLDHTMMSDN,834195,836241
2-XLDHTMMSHN,833764,835576
2-XLDHTMMSIN,834506,836114
2-XLDHTMMSLN,834645,835966
2-XLDHTMMSMN,833953,836156
2-XLDHTMMSNN,834543,835966
2-XLDHTMMSSN,834710,835965
2-XLDHTMMSTN,834175,835923
2-XLDHTMMSXN,833806,836214
2-XLDHTMMSZN,834686,836058
2-XLDHTTMSDN,834245,835691
2-XLDHTTMSHN,833853,835641
2-XLDHTTMSIN,834071,836028
2-XLDHTTMSLN,834220,835846
2-XLDHTTMSMN,833895,836164
2-XLDHTTMSNN,833836,836181
2-XLDHTTMSSN,833911,835781
2-XLDHTTMSTN,833691,835890
2-XLDHTTMSXN,833854,835836
2-XLDHTTMSZN,833706,835631
2-XLHHIHSXHX,838222,832602
2-XLHMZHXEHT,834968,834735
2-XLHMZHXOHT,834934,834906
2-XLHNZHXXHT,835242,835046
2-XLHTIHNHHN,833935,834956
2-XLHTIHNSMN,834022,834823
2-XLHTIHNSTN,834028,834780
2-XLHTZHXXHM,836738,832898
2-XLMHZHXYHM,837153,833076
2-XLNSTHZYHT,835405,834426
2-XLTDTHXAHT,836139,834150
2-XLTHZHXYHM,836967,833211
2-XLTNZHSEHX,835330,832938
2-XSDHIHXVHN,842430,831412
2-XSDITHIOHZ,835813,826543
2-XSDITHIXHZ,836067,826656
2-XSDITHIXTZ,837432,828347
2-XSDNZHNYHT,838237,826737
2-XSDTIHLYHT,837639,827031
2-XSDTIHXXHN,842795,831868
2-XSHHIHLXHT,837692,827088
2-XSHHIHZJHN,841630,831711
2-XSHIZHMHHT,836200,826013
2-XSHMTHNOHT,839077,826942
2-XSHNIHSXDT,839208,827429
2-XSHNIHSXIT,839125,827349
2-XSHNIHSXMT,838826,827524
2-XSHNIHSXNT,838926,827349
2-XSHNIHSXTT,838972,827644
2-XSHNIHSXXT,839132,827540
2-XSHNIHSXZT,839012,827359
2-XSHNIHZXDN,841919,831437
2-XSHNIHZXMN,842103,831607
2-XSHNIHZXNN,841728,831734
2-XSHNIHZXTN,842003,831488
2-XSHNIHZXZN,841922,831618
2-XSHNTHIXHZ,839157,829585
2-XSHSIHSEHT,838987,827237
2-XSHSTHZHHT,838689,828711
2-XSHTTHISHZ,839116,829829
2-XSISTHZYMT,839373,828251
2-XSISTHZYTT,839306,828185
2-XSIXZHNEDT,838434,826737
2-XSIXZHNEMT,838373,826873
2-XSIXZHNETT,838373,826682
2-XSLSTHZEDT,839605,828538
2-XSLSTHZEMT,839531,828432
2-XSLSTHZETT,839440,828347
2-XSLTTHNSHT,838912,827114
2-XSLZZHNVTT,837373,826723
2-XSMITDIRTZ,,
2-XSMITHIJHZ,838352,829151
2-XSMITHIRIZ,839020,829840
2-XSMITHIRMZ,838978,829688
2-XSMITHIRTZ,838965,829611
2-XSMITHIRXZ,839015,829566
2-XSMITHISHZ,838673,828954
2-XSMITHIVNZ,838488,829019
2-XSMITIIRNZ,839233,829718
2-XSMITLIRHZ,839303,829729
2-XSMITLISHZ,839308,829692
2-XSMITNIRTZ,839258,829772
2-XSMITSIRIZ,838492,829111
2-XSMITSIRZZ,838542,829075
2-XSMITTIVDZ,838581,828929
2-XSMITTIVTZ,838441,829128
2-XSMLIHDVHT,838371,826782
2-XSNLZHNXHT,835705,825669
2-XSNSTHZEIT,839460,829978
2-XSNSTHZEMT,839143,829800
2-XSNSTHZENT,839462,829910
